PostalCode,Price,Date,Town.City,County,Street
BS105AA,400000,2023-03-01,BRISTOL,Bristol,Bristol 004C
BS105AA,345000,2021-03-10,BRISTOL,Bristol,Bristol 004C
BS105AA,364500,2023-02-01,BRISTOL,Bristol,Bristol 004C
BS105AA,350000,2023-04-11,BRISTOL,Bristol,Bristol 004C
BS105AA,333000,2021-03-29,BRISTOL,Bristol,Bristol 004C
BS105AA,337500,2022-03-11,BRISTOL,Bristol,Bristol 004C
BS105AB,425000,2023-04-20,BRISTOL,Bristol,Bristol 004D
BS105AB,407000,2023-08-01,BRISTOL,Bristol,Bristol 004D
BS105AD,115000,2020-01-09,BRISTOL,Bristol,Bristol 004D
BS105AD,315000,2020-05-22,BRISTOL,Bristol,Bristol 004D
BS105AE,195000,2023-08-25,BRISTOL,Bristol,Bristol 004D
BS105AE,200000,2022-08-26,BRISTOL,Bristol,Bristol 004D
BS105AL,257500,2020-03-06,BRISTOL,Bristol,Bristol 004B
BS105AL,405000,2022-07-22,BRISTOL,Bristol,Bristol 004B
BS105AL,350500,2021-12-17,BRISTOL,Bristol,Bristol 004B
BS105AN,355000,2023-08-22,BRISTOL,Bristol,Bristol 010B
BS105AP,150000,2021-07-28,BRISTOL,Bristol,Bristol 004D
BS105AQ,308000,2023-06-09,BRISTOL,Bristol,Bristol 004B
BS105AS,402000,2021-03-15,BRISTOL,Bristol,Bristol 004D
BS105AS,423000,2021-05-27,BRISTOL,Bristol,Bristol 004D
BS105AS,430000,2023-12-06,BRISTOL,Bristol,Bristol 004D
BS105AT,463000,2020-05-12,BRISTOL,Bristol,Bristol 004D
BS105AW,175000,2022-02-18,BRISTOL,Bristol,Bristol 004D
BS105AX,195000,2021-06-11,BRISTOL,Bristol,Bristol 004D
BS105AY,170000,2021-10-15,BRISTOL,Bristol,Bristol 004D
BS105AZ,310000,2020-11-10,BRISTOL,Bristol,Bristol 004D
BS105AZ,320000,2021-09-29,BRISTOL,Bristol,Bristol 004D
BS105BB,340000,2022-04-14,BRISTOL,Bristol,Bristol 004C
BS105BB,361000,2022-03-11,BRISTOL,Bristol,Bristol 004C
BS105BB,325000,2021-03-12,BRISTOL,Bristol,Bristol 004C
BS105BD,450000,2022-12-02,BRISTOL,Bristol,Bristol 004C
BS105BE,347500,2023-06-29,BRISTOL,Bristol,Bristol 004D
BS105BH,580000,2023-08-08,BRISTOL,Bristol,Bristol 004C
BS105BJ,625000,2020-11-26,BRISTOL,Bristol,Bristol 004C
BS105BJ,425000,2020-01-31,BRISTOL,Bristol,Bristol 004C
BS105BJ,545000,2021-02-01,BRISTOL,Bristol,Bristol 004C
BS105BL,602000,2021-05-14,BRISTOL,Bristol,Bristol 004C
BS105BL,677000,2022-09-23,BRISTOL,Bristol,Bristol 004C
BS105BL,632400,2020-10-02,BRISTOL,Bristol,Bristol 004C
BS105BL,552000,2020-01-21,BRISTOL,Bristol,Bristol 004C
BS105BN,540000,2021-08-20,BRISTOL,Bristol,Bristol 004C
BS105BP,430000,2020-01-13,BRISTOL,Bristol,Bristol 004C
BS105BP,155000,2023-08-23,BRISTOL,Bristol,Bristol 004C
BS105BP,425000,2021-06-29,BRISTOL,Bristol,Bristol 004C
BS105BP,415000,2021-02-11,BRISTOL,Bristol,Bristol 004C
BS105BP,565000,2023-09-08,BRISTOL,Bristol,Bristol 004C
BS105BP,425000,2020-05-01,BRISTOL,Bristol,Bristol 004C
BS105BP,155000,2022-07-05,BRISTOL,Bristol,Bristol 004C
BS105BS,325000,2020-11-12,BRISTOL,Bristol,Bristol 004C
BS105BS,555000,2022-10-28,BRISTOL,Bristol,Bristol 004C
BS105BT,363523,2021-04-09,BRISTOL,Bristol,Bristol 004C
BS105BX,322000,2020-12-14,BRISTOL,Bristol,Bristol 004D
BS105BX,480000,2021-08-23,BRISTOL,Bristol,Bristol 004D
BS105BX,165500,2020-08-05,BRISTOL,Bristol,Bristol 004D
BS105BY,345000,2023-07-26,BRISTOL,Bristol,Bristol 004D
BS105BY,90000,2020-11-27,BRISTOL,Bristol,Bristol 004D
BS105BY,335000,2021-05-24,BRISTOL,Bristol,Bristol 004D
BS105BY,330000,2022-05-12,BRISTOL,Bristol,Bristol 004D
BS105BZ,325000,2020-12-22,BRISTOL,Bristol,Bristol 004C
BS105DA,267000,2020-05-22,BRISTOL,Bristol,Bristol 004D
BS105DB,205000,2023-07-19,BRISTOL,Bristol,Bristol 004D
BS105DB,212380,2022-11-25,BRISTOL,Bristol,Bristol 004D
BS105DB,185000,2022-03-04,BRISTOL,Bristol,Bristol 004D
BS105DD,251500,2022-02-10,BRISTOL,Bristol,Bristol 004D
BS105DF,295000,2023-05-02,BRISTOL,Bristol,Bristol 004C
BS105DJ,210000,2023-09-29,BRISTOL,Bristol,Bristol 004C
BS105DJ,189000,2022-11-16,BRISTOL,Bristol,Bristol 004C
BS105DJ,275000,2023-02-28,BRISTOL,Bristol,Bristol 004C
BS105DJ,213000,2020-09-09,BRISTOL,Bristol,Bristol 004C
BS105DJ,205000,2021-12-13,BRISTOL,Bristol,Bristol 004C
BS105DL,160000,2021-08-25,BRISTOL,Bristol,Bristol 006C
BS105DR,513500,2023-11-30,BRISTOL,Bristol,Bristol 004C
BS105DR,460000,2021-03-10,BRISTOL,Bristol,Bristol 004C
BS105DR,435000,2021-06-22,BRISTOL,Bristol,Bristol 004C
BS105DT,381000,2022-09-29,BRISTOL,Bristol,Bristol 006C
BS105DU,418000,2021-08-25,BRISTOL,Bristol,Bristol 006C
BS105DW,462500,2022-11-07,BRISTOL,Bristol,Bristol 006C
BS105DW,392500,2020-11-26,BRISTOL,Bristol,Bristol 006C
BS105DW,362000,2020-11-12,BRISTOL,Bristol,Bristol 006C
BS105DW,225000,2022-04-01,BRISTOL,Bristol,Bristol 006C
BS105DW,950000,2021-02-26,BRISTOL,Bristol,Bristol 006C
BS105DX,165000,2022-03-28,BRISTOL,Bristol,Bristol 006C
BS105DX,165000,2022-03-28,BRISTOL,Bristol,Bristol 006C
BS105DX,225000,2021-02-26,BRISTOL,Bristol,Bristol 006C
BS105DX,293450,2021-06-24,BRISTOL,Bristol,Bristol 006C
BS105DX,302000,2020-10-09,BRISTOL,Bristol,Bristol 006C
BS105DX,322500,2021-12-07,BRISTOL,Bristol,Bristol 006C
BS105DX,231500,2023-05-04,BRISTOL,Bristol,Bristol 006C
BS105DX,290000,2021-06-18,BRISTOL,Bristol,Bristol 006C
BS105DZ,395000,2023-08-31,BRISTOL,Bristol,Bristol 006C
BS105DZ,360000,2021-08-02,BRISTOL,Bristol,Bristol 006C
BS105DZ,394250,2020-11-30,BRISTOL,Bristol,Bristol 006C
BS105EA,335000,2022-12-16,BRISTOL,Bristol,Bristol 004C
BS105ED,489000,2023-09-29,BRISTOL,Bristol,Bristol 004C
BS105ED,480000,2023-08-16,BRISTOL,Bristol,Bristol 004C
BS105ED,453750,2021-04-15,BRISTOL,Bristol,Bristol 004C
BS105ED,387500,2022-07-22,BRISTOL,Bristol,Bristol 004C
BS105ED,397500,2020-09-04,BRISTOL,Bristol,Bristol 004C
BS105EF,517500,2021-06-23,BRISTOL,Bristol,Bristol 006C
BS105EF,525000,2023-12-01,BRISTOL,Bristol,Bristol 006C
BS105EG,620000,2022-11-10,BRISTOL,Bristol,Bristol 006C
BS105EH,480000,2023-09-22,BRISTOL,Bristol,Bristol 002A
BS105EH,462000,2022-05-26,BRISTOL,Bristol,Bristol 002A
BS105EJ,475000,2023-03-31,BRISTOL,Bristol,Bristol 002A
BS105EJ,288000,2021-04-16,BRISTOL,Bristol,Bristol 002A
BS105EJ,510000,2021-04-20,BRISTOL,Bristol,Bristol 002A
BS105EJ,365000,2020-08-14,BRISTOL,Bristol,Bristol 002A
BS105EL,417500,2022-04-06,BRISTOL,Bristol,Bristol 002A
BS105EL,385000,2023-08-04,BRISTOL,Bristol,Bristol 002A
BS105EL,144000,2020-06-26,BRISTOL,Bristol,Bristol 002A
BS105EN,302500,2023-06-19,BRISTOL,Bristol,Bristol 004C
BS105EN,210000,2021-02-22,BRISTOL,Bristol,Bristol 004C
BS105EP,290000,2022-07-22,BRISTOL,Bristol,Bristol 004C
BS105EP,282500,2020-03-24,BRISTOL,Bristol,Bristol 004C
BS105EQ,94700,2023-04-14,BRISTOL,Bristol,Bristol 006C
BS105EQ,470000,2022-07-11,BRISTOL,Bristol,Bristol 006C
BS105ES,325000,2021-02-26,BRISTOL,Bristol,Bristol 004C
BS105ES,460000,2023-03-20,BRISTOL,Bristol,Bristol 004C
BS105ES,340000,2022-06-16,BRISTOL,Bristol,Bristol 004C
BS105ES,385000,2021-09-17,BRISTOL,Bristol,Bristol 004C
BS105ES,380000,2022-10-11,BRISTOL,Bristol,Bristol 004C
BS105ES,200000,2020-07-17,BRISTOL,Bristol,Bristol 004C
BS105ES,310000,2020-05-22,BRISTOL,Bristol,Bristol 004C
BS105ES,360000,2023-03-13,BRISTOL,Bristol,Bristol 004C
BS105ES,367500,2023-03-30,BRISTOL,Bristol,Bristol 004C
BS105ES,270000,2020-07-28,BRISTOL,Bristol,Bristol 004C
BS105ET,520200,2021-02-16,BRISTOL,Bristol,Bristol 004C
BS105ET,580000,2021-03-11,BRISTOL,Bristol,Bristol 004C
BS105ET,445000,2020-01-29,BRISTOL,Bristol,Bristol 004C
BS105ET,445000,2020-01-24,BRISTOL,Bristol,Bristol 004C
BS105EU,625000,2023-03-31,BRISTOL,Bristol,Bristol 004C
BS105EU,420000,2021-03-12,BRISTOL,Bristol,Bristol 004C
BS105EX,531244,2022-01-24,BRISTOL,Bristol,Bristol 004C
BS105EX,465000,2023-09-21,BRISTOL,Bristol,Bristol 004C
BS105EX,290000,2021-09-23,BRISTOL,Bristol,Bristol 004C
BS105EX,452850,2022-10-17,BRISTOL,Bristol,Bristol 004C
BS105EY,265000,2022-07-04,BRISTOL,Bristol,Bristol 004C
BS105EY,215000,2020-06-26,BRISTOL,Bristol,Bristol 004C
BS105EY,310000,2023-12-15,BRISTOL,Bristol,Bristol 004C
BS105EY,280000,2022-12-05,BRISTOL,Bristol,Bristol 004C
BS105FE,100000,2021-06-07,BRISTOL,Bristol,Bristol 002A
BS105FE,350000,2022-04-27,BRISTOL,Bristol,Bristol 002A
BS105FE,350000,2022-04-27,BRISTOL,Bristol,Bristol 002A
BS105FH,250000,2021-10-29,BRISTOL,Bristol,Bristol 004D
BS105HE,170000,2023-07-10,BRISTOL,Bristol,Bristol 006C
BS105HE,175000,2022-07-22,BRISTOL,Bristol,Bristol 006C
BS105HE,153750,2023-05-12,BRISTOL,Bristol,Bristol 006C
BS105HE,190000,2022-08-19,BRISTOL,Bristol,Bristol 006C
BS105HE,148000,2022-01-24,BRISTOL,Bristol,Bristol 006C
BS105HE,184000,2021-09-16,BRISTOL,Bristol,Bristol 006C
BS105HE,147000,2021-12-22,BRISTOL,Bristol,Bristol 006C
BS105HE,168000,2021-07-09,BRISTOL,Bristol,Bristol 006C
BS105HG,560000,2021-11-22,BRISTOL,Bristol,Bristol 006C
BS105HG,535000,2021-03-12,BRISTOL,Bristol,Bristol 006C
BS105HH,345000,2022-12-08,BRISTOL,Bristol,Bristol 006C
BS105HH,392500,2023-11-15,BRISTOL,Bristol,Bristol 006C
BS105HH,525000,2021-04-23,BRISTOL,Bristol,Bristol 006C
BS105HJ,387000,2020-08-06,BRISTOL,Bristol,Bristol 006C
BS105HJ,507500,2023-07-07,BRISTOL,Bristol,Bristol 006C
BS105HJ,440000,2023-11-15,BRISTOL,Bristol,Bristol 006C
BS105HJ,310000,2020-09-07,BRISTOL,Bristol,Bristol 006C
BS105HJ,470000,2022-12-16,BRISTOL,Bristol,Bristol 006C
BS105HL,550000,2023-09-08,BRISTOL,Bristol,Bristol 006C
BS105HL,357000,2020-02-17,BRISTOL,Bristol,Bristol 006C
BS105HL,455000,2023-08-21,BRISTOL,Bristol,Bristol 006C
BS105HL,390000,2022-10-14,BRISTOL,Bristol,Bristol 006C
BS105HN,435000,2020-08-28,BRISTOL,Bristol,Bristol 006C
BS105HQ,767000,2022-02-18,BRISTOL,Bristol,Bristol 006C
BS105HY,525000,2020-03-16,BRISTOL,Bristol,Bristol 006C
BS105HY,715000,2023-10-02,BRISTOL,Bristol,Bristol 006C
BS105JA,460000,2020-10-19,BRISTOL,Bristol,Bristol 006C
BS105JA,675000,2022-11-09,BRISTOL,Bristol,Bristol 006C
BS105JB,585000,2023-04-06,BRISTOL,Bristol,Bristol 006C
BS105JD,460000,2020-12-04,BRISTOL,Bristol,Bristol 006C
BS105JD,525000,2022-04-29,BRISTOL,Bristol,Bristol 006C
BS105JD,550000,2023-01-05,BRISTOL,Bristol,Bristol 006C
BS105JD,569950,2020-10-16,BRISTOL,Bristol,Bristol 006C
BS105JD,505000,2020-11-20,BRISTOL,Bristol,Bristol 006C
BS105JE,625000,2021-01-05,BRISTOL,Bristol,Bristol 006C
BS105JE,621000,2020-12-16,BRISTOL,Bristol,Bristol 006C
BS105JF,470000,2020-05-21,BRISTOL,Bristol,Bristol 006C
BS105JF,512000,2021-05-25,BRISTOL,Bristol,Bristol 006C
BS105JG,245000,2020-03-31,BRISTOL,Bristol,Bristol 006C
BS105JG,625000,2022-10-28,BRISTOL,Bristol,Bristol 006C
BS105JG,390000,2022-02-09,BRISTOL,Bristol,Bristol 006C
BS105JG,266500,2021-08-06,BRISTOL,Bristol,Bristol 006C
BS105JH,370000,2022-07-28,BRISTOL,Bristol,Bristol 002A
BS105JJ,225000,2021-08-25,BRISTOL,Bristol,Bristol 002A
BS105JL,245000,2020-10-21,BRISTOL,Bristol,Bristol 002A
BS105JN,210000,2021-04-28,BRISTOL,Bristol,Bristol 002A
BS105JN,246000,2021-08-25,BRISTOL,Bristol,Bristol 002A
BS105JN,218000,2020-02-03,BRISTOL,Bristol,Bristol 002A
BS105JP,275000,2022-02-25,BRISTOL,Bristol,Bristol 002A
BS105JQ,260000,2021-06-30,BRISTOL,Bristol,Bristol 002A
BS105JQ,279000,2020-12-14,BRISTOL,Bristol,Bristol 002A
BS105JQ,294000,2022-01-28,BRISTOL,Bristol,Bristol 002A
BS105JQ,260000,2023-08-17,BRISTOL,Bristol,Bristol 002A
BS105JR,237000,2023-10-12,BRISTOL,Bristol,Bristol 002E
BS105JS,235000,2020-12-11,BRISTOL,Bristol,Bristol 002A
BS105JS,310000,2022-09-30,BRISTOL,Bristol,Bristol 002A
BS105JT,270000,2023-05-12,BRISTOL,Bristol,Bristol 002A
BS105JT,163000,2020-05-22,BRISTOL,Bristol,Bristol 002A
BS105JT,165000,2023-01-19,BRISTOL,Bristol,Bristol 002A
BS105JU,300000,2022-04-22,BRISTOL,Bristol,Bristol 002A
BS105JU,218000,2020-09-10,BRISTOL,Bristol,Bristol 002A
BS105JX,332500,2022-10-24,BRISTOL,Bristol,Bristol 002A
BS105JZ,285000,2023-08-21,BRISTOL,Bristol,Bristol 002A
BS105LG,201000,2021-05-07,BRISTOL,Bristol,Bristol 002E
BS105LG,205000,2023-03-10,BRISTOL,Bristol,Bristol 002E
BS105LH,290000,2021-07-02,BRISTOL,Bristol,Bristol 004C
BS105LH,360000,2020-09-17,BRISTOL,Bristol,Bristol 004C
BS105LH,280000,2020-10-06,BRISTOL,Bristol,Bristol 004C
BS105LH,450000,2022-10-14,BRISTOL,Bristol,Bristol 004C
BS105LH,307500,2020-02-27,BRISTOL,Bristol,Bristol 004C
BS105LH,225000,2020-06-08,BRISTOL,Bristol,Bristol 004C
BS105LH,340000,2020-06-12,BRISTOL,Bristol,Bristol 004C
BS105LH,340000,2020-06-12,BRISTOL,Bristol,Bristol 004C
BS105LJ,347500,2021-03-12,BRISTOL,Bristol,Bristol 004C
BS105LJ,400000,2023-03-20,BRISTOL,Bristol,Bristol 004C
BS105LN,397500,2021-02-02,BRISTOL,Bristol,Bristol 004C
BS105LN,260000,2020-02-18,BRISTOL,Bristol,Bristol 004C
BS105LT,315000,2021-09-23,BRISTOL,Bristol,Bristol 002A
BS105LT,340000,2022-08-30,BRISTOL,Bristol,Bristol 002A
BS105LT,337000,2022-06-10,BRISTOL,Bristol,Bristol 002A
BS105LU,318000,2022-03-22,BRISTOL,Bristol,Bristol 002A
BS105LU,250000,2022-06-20,BRISTOL,Bristol,Bristol 002A
BS105LU,345000,2023-05-12,BRISTOL,Bristol,Bristol 002A
BS105LU,320000,2023-10-06,BRISTOL,Bristol,Bristol 002A
BS105LW,185000,2022-02-11,BRISTOL,Bristol,Bristol 002A
BS105LW,279000,2020-03-12,BRISTOL,Bristol,Bristol 002A
BS105LW,370000,2022-09-23,BRISTOL,Bristol,Bristol 002A
BS105LW,120000,2020-03-12,BRISTOL,Bristol,Bristol 002A
BS105LW,8500,2021-07-24,BRISTOL,Bristol,Bristol 002A
BS105LW,200000,2021-02-17,BRISTOL,Bristol,Bristol 002A
BS105LW,170000,2021-02-22,BRISTOL,Bristol,Bristol 002A
BS105LW,175000,2023-05-15,BRISTOL,Bristol,Bristol 002A
BS105LW,215000,2021-10-14,BRISTOL,Bristol,Bristol 002A
BS105LZ,150000,2020-11-26,BRISTOL,Bristol,Bristol 002E
BS105LZ,191000,2022-07-29,BRISTOL,Bristol,Bristol 002E
BS105LZ,320000,2022-07-19,BRISTOL,Bristol,Bristol 002E
BS105LZ,170000,2021-12-20,BRISTOL,Bristol,Bristol 002E
BS105LZ,155000,2021-11-22,BRISTOL,Bristol,Bristol 002E
BS105LZ,249950,2021-03-26,BRISTOL,Bristol,Bristol 002E
BS105LZ,153000,2021-04-08,BRISTOL,Bristol,Bristol 002E
BS105NA,342000,2023-07-24,BRISTOL,Bristol,Bristol 002E
BS105NA,155000,2021-12-17,BRISTOL,Bristol,Bristol 002E
BS105NF,315000,2022-04-08,BRISTOL,Bristol,Bristol 004A
BS105NF,280000,2020-12-01,BRISTOL,Bristol,Bristol 004A
BS105NF,255000,2022-01-21,BRISTOL,Bristol,Bristol 004A
BS105NG,352000,2022-12-02,BRISTOL,Bristol,Bristol 002E
BS105NG,175000,2023-03-24,BRISTOL,Bristol,Bristol 002E
BS105NH,265000,2021-09-28,BRISTOL,Bristol,Bristol 004A
BS105NH,420000,2023-10-10,BRISTOL,Bristol,Bristol 004A
BS105NH,265000,2020-12-18,BRISTOL,Bristol,Bristol 004A
BS105NH,360000,2022-04-01,BRISTOL,Bristol,Bristol 004A
BS105PA,242500,2021-04-01,BRISTOL,Bristol,Bristol 002B
BS105PA,295000,2022-02-11,BRISTOL,Bristol,Bristol 002B
BS105PA,212500,2020-09-25,BRISTOL,Bristol,Bristol 002B
BS105PF,230000,2020-12-01,BRISTOL,Bristol,Bristol 002A
BS105PG,255000,2022-03-14,BRISTOL,Bristol,Bristol 002A
BS105PG,255000,2021-03-26,BRISTOL,Bristol,Bristol 002A
BS105PL,27000,2021-05-25,BRISTOL,Bristol,Bristol 002A
BS105PN,290000,2020-01-20,BRISTOL,Bristol,Bristol 002A
BS105PN,253000,2020-01-14,BRISTOL,Bristol,Bristol 002A
BS105PN,309000,2022-03-16,BRISTOL,Bristol,Bristol 002A
BS105PN,325250,2022-06-27,BRISTOL,Bristol,Bristol 002A
BS105PQ,269550,2022-04-29,BRISTOL,Bristol,Bristol 002A
BS105PU,230000,2020-12-03,BRISTOL,Bristol,Bristol 002D
BS105PU,210000,2022-02-10,BRISTOL,Bristol,Bristol 002D
BS105PW,287000,2022-09-30,BRISTOL,Bristol,Bristol 002A
BS105PW,195500,2020-06-25,BRISTOL,Bristol,Bristol 002A
BS105PW,320000,2023-08-25,BRISTOL,Bristol,Bristol 002A
BS105PX,270000,2022-10-03,BRISTOL,Bristol,Bristol 002D
BS105PY,280000,2022-03-15,BRISTOL,Bristol,Bristol 002D
BS105PZ,225000,2021-05-11,BRISTOL,Bristol,Bristol 002D
BS105QA,290000,2023-03-31,BRISTOL,Bristol,Bristol 002A
BS105QH,225000,2020-10-30,BRISTOL,Bristol,Bristol 002B
BS105QH,240000,2021-09-24,BRISTOL,Bristol,Bristol 002B
BS105QH,173000,2020-03-11,BRISTOL,Bristol,Bristol 002B
BS105QJ,294000,2023-08-16,BRISTOL,Bristol,Bristol 002B
BS105QJ,69239,2020-01-31,BRISTOL,Bristol,Bristol 002B
BS105QL,75000,2022-08-31,BRISTOL,Bristol,Bristol 002B
BS105QL,300000,2022-06-24,BRISTOL,Bristol,Bristol 002B
BS105QN,290000,2023-11-10,BRISTOL,Bristol,Bristol 002D
BS105QN,190000,2020-02-18,BRISTOL,Bristol,Bristol 002D
BS105QN,231000,2021-05-14,BRISTOL,Bristol,Bristol 002D
BS105QN,255000,2020-08-21,BRISTOL,Bristol,Bristol 002D
BS105QN,285000,2020-01-17,BRISTOL,Bristol,Bristol 002D
BS105QN,305000,2023-09-07,BRISTOL,Bristol,Bristol 002D
BS105QN,263000,2021-07-28,BRISTOL,Bristol,Bristol 002D
BS105QN,275000,2021-05-14,BRISTOL,Bristol,Bristol 002D
BS105QN,283000,2022-11-25,BRISTOL,Bristol,Bristol 002D
BS105QP,255000,2021-08-09,BRISTOL,Bristol,Bristol 002D
BS105QP,265000,2020-03-05,BRISTOL,Bristol,Bristol 002D
BS105QT,290000,2023-02-16,BRISTOL,Bristol,Bristol 002E
BS105QU,257000,2023-02-17,BRISTOL,Bristol,Bristol 002E
BS105QU,200000,2020-02-07,BRISTOL,Bristol,Bristol 002E
BS105QU,275000,2022-02-11,BRISTOL,Bristol,Bristol 002E
BS105QX,239000,2021-12-21,BRISTOL,Bristol,Bristol 002A
BS105QX,165000,2021-10-05,BRISTOL,Bristol,Bristol 002A
BS105QY,285000,2023-06-02,BRISTOL,Bristol,Bristol 002B
BS105QZ,411000,2023-01-18,BRISTOL,Bristol,Bristol 002B
BS105QZ,214000,2021-05-05,BRISTOL,Bristol,Bristol 002B
BS105QZ,282000,2022-08-11,BRISTOL,Bristol,Bristol 002B
BS105RB,265000,2021-11-19,BRISTOL,Bristol,Bristol 002B
BS105RD,290000,2023-12-11,BRISTOL,Bristol,Bristol 002B
BS105RD,270000,2023-07-14,BRISTOL,Bristol,Bristol 002B
BS105RE,210000,2023-09-07,BRISTOL,Bristol,Bristol 002B
BS105RF,185000,2020-05-20,BRISTOL,Bristol,Bristol 002B
BS105RG,287040,2023-01-06,BRISTOL,Bristol,Bristol 002B
BS105RH,106200,2020-02-03,BRISTOL,Bristol,Bristol 002B
BS105RJ,221000,2023-04-25,BRISTOL,Bristol,Bristol 002C
BS105RJ,110000,2021-08-25,BRISTOL,Bristol,Bristol 002C
BS105RJ,231500,2021-04-23,BRISTOL,Bristol,Bristol 002C
BS105RJ,203000,2020-12-16,BRISTOL,Bristol,Bristol 002C
BS105RJ,135000,2021-08-10,BRISTOL,Bristol,Bristol 002C
BS105RL,216000,2020-01-31,BRISTOL,Bristol,Bristol 002B
BS105RL,150000,2021-06-11,BRISTOL,Bristol,Bristol 002B
BS105RQ,205000,2021-05-21,BRISTOL,Bristol,Bristol 002B
BS105RQ,160000,2020-08-05,BRISTOL,Bristol,Bristol 002B
BS105RW,185000,2020-09-11,BRISTOL,Bristol,Bristol 002C
BS105RW,187800,2023-06-19,BRISTOL,Bristol,Bristol 002C
BS105RW,267500,2023-08-03,BRISTOL,Bristol,Bristol 002C
BS105RW,233500,2020-11-25,BRISTOL,Bristol,Bristol 002C
BS105SB,217000,2022-09-06,BRISTOL,Bristol,Bristol 002E
BS105SB,208000,2022-09-06,BRISTOL,Bristol,Bristol 002E
BS105SE,288000,2023-12-19,BRISTOL,Bristol,Bristol 002E
BS105SE,310000,2021-06-15,BRISTOL,Bristol,Bristol 002E
BS105SE,205000,2020-01-22,BRISTOL,Bristol,Bristol 002E
BS105SE,370000,2021-06-10,BRISTOL,Bristol,Bristol 002E
BS105SF,250000,2020-03-27,BRISTOL,Bristol,Bristol 002E
BS105SF,243000,2020-08-07,BRISTOL,Bristol,Bristol 002E
BS105SG,305000,2023-10-27,BRISTOL,Bristol,Bristol 002E
BS105SG,260500,2021-08-27,BRISTOL,Bristol,Bristol 002E
BS105SG,107069,2020-10-06,BRISTOL,Bristol,Bristol 002E
BS105SG,250000,2023-11-10,BRISTOL,Bristol,Bristol 002E
BS105SH,230000,2021-05-21,BRISTOL,Bristol,Bristol 002E
BS105SH,294900,2021-12-21,BRISTOL,Bristol,Bristol 002E
BS105SJ,281000,2022-02-09,BRISTOL,Bristol,Bristol 002E
BS105SJ,285000,2022-06-24,BRISTOL,Bristol,Bristol 002E
BS105SJ,185000,2020-06-25,BRISTOL,Bristol,Bristol 002E
BS105SJ,210000,2020-03-17,BRISTOL,Bristol,Bristol 002E
BS105SL,300000,2023-01-27,BRISTOL,Bristol,Bristol 002E
BS105SL,292500,2023-01-27,BRISTOL,Bristol,Bristol 002E
BS105SL,232500,2021-09-29,BRISTOL,Bristol,Bristol 002E
BS105SN,192000,2020-06-12,BRISTOL,Bristol,Bristol 002E
BS105SN,250000,2022-08-26,BRISTOL,Bristol,Bristol 002E
BS105SN,287000,2023-07-20,BRISTOL,Bristol,Bristol 002E
BS105SN,330500,2023-03-13,BRISTOL,Bristol,Bristol 002E
BS105SP,257000,2023-07-19,BRISTOL,Bristol,Bristol 002E
BS105SP,223000,2020-09-30,BRISTOL,Bristol,Bristol 002E
BS105SQ,360000,2023-12-18,BRISTOL,Bristol,Bristol 002E
BS105SR,250000,2021-12-16,BRISTOL,Bristol,Bristol 002E
BS105SR,280000,2022-09-14,BRISTOL,Bristol,Bristol 002E
BS105SS,225000,2020-03-19,BRISTOL,Bristol,Bristol 002E
BS105ST,251000,2021-02-26,BRISTOL,Bristol,Bristol 002E
BS105ST,287000,2023-04-28,BRISTOL,Bristol,Bristol 002E
BS105SU,251000,2021-08-04,BRISTOL,Bristol,Bristol 002E
BS105SX,275000,2021-06-23,BRISTOL,Bristol,Bristol 002E
BS106AA,195000,2021-09-17,BRISTOL,Bristol,Bristol 001C
BS106AA,212000,2022-09-30,BRISTOL,Bristol,Bristol 001C
BS106AB,255000,2021-10-29,BRISTOL,Bristol,Bristol 002D
BS106AB,261000,2021-01-26,BRISTOL,Bristol,Bristol 002D
BS106AB,236000,2020-07-10,BRISTOL,Bristol,Bristol 002D
BS106AB,270000,2022-03-24,BRISTOL,Bristol,Bristol 002D
BS106AH,315000,2022-05-06,BRISTOL,Bristol,Bristol 002D
BS106AH,215000,2020-02-14,BRISTOL,Bristol,Bristol 002D
BS106AH,192000,2020-01-08,BRISTOL,Bristol,Bristol 002D
BS106AH,230000,2022-11-30,BRISTOL,Bristol,Bristol 002D
BS106AH,275000,2022-12-15,BRISTOL,Bristol,Bristol 002D
BS106AJ,300000,2022-01-14,BRISTOL,Bristol,Bristol 002B
BS106AP,200550,2022-05-30,BRISTOL,Bristol,Bristol 002B
BS106AP,260000,2023-03-23,BRISTOL,Bristol,Bristol 002B
BS106AR,283000,2021-09-29,BRISTOL,Bristol,Bristol 002B
BS106AR,90000,2021-11-26,BRISTOL,Bristol,Bristol 002B
BS106AT,75000,2020-01-31,BRISTOL,Bristol,Bristol 002B
BS106AT,126000,2020-12-16,BRISTOL,Bristol,Bristol 002B
BS106AT,75000,2022-10-31,BRISTOL,Bristol,Bristol 002B
BS106AU,160000,2020-02-21,BRISTOL,Bristol,Bristol 002D
BS106AU,305000,2022-05-12,BRISTOL,Bristol,Bristol 002D
BS106AU,307500,2023-05-26,BRISTOL,Bristol,Bristol 002D
BS106AU,270000,2021-03-23,BRISTOL,Bristol,Bristol 002D
BS106AU,285000,2021-11-26,BRISTOL,Bristol,Bristol 002D
BS106AU,317500,2022-11-16,BRISTOL,Bristol,Bristol 002D
BS106AZ,305000,2022-10-27,BRISTOL,Bristol,Bristol 002D
BS106AZ,250000,2020-02-19,BRISTOL,Bristol,Bristol 002D
