PostalCode,Price,Date,Town.City,County,Street
PL312FF,280000,2020-09-03,BODMIN,Cornwall,Cornwall 014C
PL312FF,320000,2022-02-24,BODMIN,Cornwall,Cornwall 014C
PL312FF,260000,2020-07-24,BODMIN,Cornwall,Cornwall 014C
PL312FF,270000,2021-09-10,BODMIN,Cornwall,Cornwall 014C
PL312FF,225000,2023-12-08,BODMIN,Cornwall,Cornwall 014C
PL312FF,175000,2020-02-21,BODMIN,Cornwall,Cornwall 014C
PL312FF,173000,2022-01-11,BODMIN,Cornwall,Cornwall 014C
PL312FF,215000,2021-08-27,BODMIN,Cornwall,Cornwall 014C
PL312FF,243000,2022-06-28,BODMIN,Cornwall,Cornwall 014C
PL312FF,240000,2022-12-05,BODMIN,Cornwall,Cornwall 014C
PL312FF,199000,2021-03-19,BODMIN,Cornwall,Cornwall 014C
PL312FF,187500,2020-03-23,BODMIN,Cornwall,Cornwall 014C
PL312FG,365000,2022-01-11,BODMIN,Cornwall,Cornwall 014C
PL312FG,200000,2021-01-15,BODMIN,Cornwall,Cornwall 014C
PL312FG,181274,2020-02-10,BODMIN,Cornwall,Cornwall 014C
PL312FH,143000,2020-07-06,BODMIN,Cornwall,Cornwall 014C
PL312FH,91350,2021-12-29,BODMIN,Cornwall,Cornwall 014C
PL312FL,475000,2021-03-01,BODMIN,Cornwall,Cornwall 014B
PL312FP,152500,2020-01-27,BODMIN,Cornwall,Cornwall 015A
PL312FS,105000,2021-04-29,BODMIN,Cornwall,Cornwall 015C
PL312FS,320000,2023-09-22,BODMIN,Cornwall,Cornwall 015C
PL312FT,178000,2020-06-05,BODMIN,Cornwall,Cornwall 015C
PL312FT,207000,2023-07-31,BODMIN,Cornwall,Cornwall 015C
PL312FU,105000,2021-11-08,BODMIN,Cornwall,Cornwall 015C
PL312FW,205000,2020-11-30,BODMIN,Cornwall,Cornwall 015C
PL312FW,108500,2021-12-13,BODMIN,Cornwall,Cornwall 015C
PL312FW,203000,2020-10-09,BODMIN,Cornwall,Cornwall 015C
PL312FW,300000,2022-08-02,BODMIN,Cornwall,Cornwall 015C
PL312FW,280000,2023-06-09,BODMIN,Cornwall,Cornwall 015C
PL312FW,112000,2022-07-26,BODMIN,Cornwall,Cornwall 015C
PL312FW,112700,2021-04-28,BODMIN,Cornwall,Cornwall 015C
PL312FW,112700,2021-02-25,BODMIN,Cornwall,Cornwall 015C
PL312FX,270000,2022-11-25,BODMIN,Cornwall,Cornwall 015C
PL312FY,210000,2021-02-09,BODMIN,Cornwall,Cornwall 015C
PL312FZ,165000,2020-12-18,BODMIN,Cornwall,Cornwall 015C
PL312GD,221500,2021-04-09,BODMIN,Cornwall,Cornwall 014C
PL312GD,172000,2021-02-26,BODMIN,Cornwall,Cornwall 014C
PL312GD,192000,2020-12-11,BODMIN,Cornwall,Cornwall 014C
PL312GE,223000,2020-01-24,BODMIN,Cornwall,Cornwall 014C
PL312GE,194500,2022-04-22,BODMIN,Cornwall,Cornwall 014C
PL312GE,215000,2021-01-29,BODMIN,Cornwall,Cornwall 014C
PL312GG,244500,2021-09-02,BODMIN,Cornwall,Cornwall 014C
PL312GG,359500,2021-09-30,BODMIN,Cornwall,Cornwall 014C
PL312GG,365000,2022-12-09,BODMIN,Cornwall,Cornwall 014C
PL312GH,255000,2023-05-05,BODMIN,Cornwall,Cornwall 014C
PL312GJ,392500,2023-05-26,BODMIN,Cornwall,Cornwall 014C
PL312GJ,205000,2021-11-26,BODMIN,Cornwall,Cornwall 014C
PL312GN,82250,2020-03-20,BODMIN,Cornwall,Cornwall 014C
PL312GP,147000,2023-06-05,BODMIN,Cornwall,Cornwall 014C
PL312GP,175000,2022-12-09,BODMIN,Cornwall,Cornwall 014C
PL312GP,154000,2022-11-03,BODMIN,Cornwall,Cornwall 014C
PL312GP,143500,2023-08-01,BODMIN,Cornwall,Cornwall 014C
PL312GQ,132000,2021-03-23,BODMIN,Cornwall,Cornwall 015C
PL312GQ,150000,2022-09-15,BODMIN,Cornwall,Cornwall 015C
PL312GQ,132000,2020-11-27,BODMIN,Cornwall,Cornwall 015C
PL312HA,301488,2021-07-31,BODMIN,Cornwall,Cornwall 014B
PL312HA,300000,2020-09-24,BODMIN,Cornwall,Cornwall 014B
PL312HB,140000,2020-07-29,BODMIN,Cornwall,Cornwall 014A
PL312HB,180000,2021-12-03,BODMIN,Cornwall,Cornwall 014A
PL312HB,190000,2022-08-25,BODMIN,Cornwall,Cornwall 014A
PL312HB,179000,2021-10-28,BODMIN,Cornwall,Cornwall 014A
PL312HD,210000,2020-03-27,BODMIN,Cornwall,Cornwall 014C
PL312HD,215000,2020-01-27,BODMIN,Cornwall,Cornwall 014C
PL312HE,210000,2020-10-19,BODMIN,Cornwall,Cornwall 014C
PL312HE,210000,2021-05-17,BODMIN,Cornwall,Cornwall 014C
PL312HE,171000,2021-10-15,BODMIN,Cornwall,Cornwall 014C
PL312HE,265000,2022-11-02,BODMIN,Cornwall,Cornwall 014C
PL312HG,95000,2022-06-24,BODMIN,Cornwall,Cornwall 014B
PL312HL,432500,2020-06-30,BODMIN,Cornwall,Cornwall 014B
PL312HQ,120000,2022-05-31,BODMIN,Cornwall,Cornwall 014B
PL312HQ,230800,2022-08-17,BODMIN,Cornwall,Cornwall 014B
PL312HQ,135000,2021-01-28,BODMIN,Cornwall,Cornwall 014B
PL312HQ,125000,2022-02-22,BODMIN,Cornwall,Cornwall 014B
PL312HQ,145000,2021-12-03,BODMIN,Cornwall,Cornwall 014B
PL312HR,299999,2022-09-27,BODMIN,Cornwall,Cornwall 014B
PL312HR,143000,2021-08-26,BODMIN,Cornwall,Cornwall 014B
PL312HR,60000,2021-08-20,BODMIN,Cornwall,Cornwall 014B
PL312HR,60000,2020-06-17,BODMIN,Cornwall,Cornwall 014B
PL312HT,273600,2022-08-24,BODMIN,Cornwall,Cornwall 014B
PL312HT,101000,2023-01-20,BODMIN,Cornwall,Cornwall 014B
PL312HT,265000,2020-01-20,BODMIN,Cornwall,Cornwall 014B
PL312HT,93000,2022-04-27,BODMIN,Cornwall,Cornwall 014B
PL312HU,125000,2022-12-20,BODMIN,Cornwall,Cornwall 014B
PL312HX,149500,2021-03-05,BODMIN,Cornwall,Cornwall 014B
PL312JA,72500,2023-01-10,BODMIN,Cornwall,Cornwall 014B
PL312JA,81500,2022-03-10,BODMIN,Cornwall,Cornwall 014B
PL312JA,245000,2020-10-30,BODMIN,Cornwall,Cornwall 014B
PL312JA,78000,2022-09-30,BODMIN,Cornwall,Cornwall 014B
PL312JA,150000,2020-10-30,BODMIN,Cornwall,Cornwall 014B
PL312JB,120000,2022-06-24,BODMIN,Cornwall,Cornwall 015B
PL312JB,120000,2023-10-18,BODMIN,Cornwall,Cornwall 015B
PL312JB,272000,2022-08-23,BODMIN,Cornwall,Cornwall 015B
PL312JG,250000,2021-01-08,BODMIN,Cornwall,Cornwall 014C
PL312JG,265000,2022-07-14,BODMIN,Cornwall,Cornwall 014C
PL312JG,295000,2023-06-19,BODMIN,Cornwall,Cornwall 014C
PL312JQ,104000,2022-04-19,BODMIN,Cornwall,Cornwall 014B
PL312JS,70000,2023-12-18,BODMIN,Cornwall,Cornwall 015B
PL312JT,415000,2020-10-13,BODMIN,Cornwall,Cornwall 014C
PL312JT,535000,2023-04-21,BODMIN,Cornwall,Cornwall 014C
PL312JT,495000,2021-06-23,BODMIN,Cornwall,Cornwall 014C
PL312JT,499950,2021-09-28,BODMIN,Cornwall,Cornwall 014C
PL312JT,450000,2023-11-30,BODMIN,Cornwall,Cornwall 014C
PL312JU,165000,2022-08-05,BODMIN,Cornwall,Cornwall 015B
PL312JU,105000,2022-05-31,BODMIN,Cornwall,Cornwall 015B
PL312JW,161000,2021-04-09,BODMIN,Cornwall,Cornwall 014B
PL312JW,105000,2020-08-21,BODMIN,Cornwall,Cornwall 014B
PL312JW,151500,2022-09-02,BODMIN,Cornwall,Cornwall 014B
PL312JW,165000,2022-02-04,BODMIN,Cornwall,Cornwall 014B
PL312JW,10000,2020-05-28,BODMIN,Cornwall,Cornwall 014B
PL312JW,147500,2022-03-04,BODMIN,Cornwall,Cornwall 014B
PL312JW,132000,2021-10-20,BODMIN,Cornwall,Cornwall 014B
PL312JW,105000,2020-07-28,BODMIN,Cornwall,Cornwall 014B
PL312JX,237500,2021-09-17,BODMIN,Cornwall,Cornwall 015B
PL312JY,79999,2020-10-16,BODMIN,Cornwall,Cornwall 015B
PL312LA,80000,2022-05-27,BODMIN,Cornwall,Cornwall 015B
PL312LE,90000,2021-04-30,BODMIN,Cornwall,Cornwall 014A
PL312LE,85000,2021-09-02,BODMIN,Cornwall,Cornwall 014A
PL312LE,105000,2021-04-22,BODMIN,Cornwall,Cornwall 014A
PL312LE,100000,2020-03-20,BODMIN,Cornwall,Cornwall 014A
PL312LE,82000,2020-08-07,BODMIN,Cornwall,Cornwall 014A
PL312LE,125000,2022-12-15,BODMIN,Cornwall,Cornwall 014A
PL312LE,105000,2022-04-08,BODMIN,Cornwall,Cornwall 014A
PL312LE,125000,2022-07-01,BODMIN,Cornwall,Cornwall 014A
PL312LE,100000,2020-11-19,BODMIN,Cornwall,Cornwall 014A
PL312LE,100000,2020-11-04,BODMIN,Cornwall,Cornwall 014A
PL312LE,110000,2020-08-28,BODMIN,Cornwall,Cornwall 014A
PL312LE,120000,2021-11-19,BODMIN,Cornwall,Cornwall 014A
PL312LF,130000,2023-07-27,BODMIN,Cornwall,Cornwall 015B
PL312LF,96000,2021-05-19,BODMIN,Cornwall,Cornwall 015B
PL312LF,128000,2022-08-05,BODMIN,Cornwall,Cornwall 015B
PL312LF,105000,2021-06-25,BODMIN,Cornwall,Cornwall 015B
PL312LH,168000,2021-12-17,BODMIN,Cornwall,Cornwall 015B
PL312LH,165000,2021-05-19,BODMIN,Cornwall,Cornwall 015B
PL312LH,155000,2021-05-19,BODMIN,Cornwall,Cornwall 015B
PL312LH,159950,2021-11-26,BODMIN,Cornwall,Cornwall 015B
PL312LH,210000,2022-07-29,BODMIN,Cornwall,Cornwall 015B
PL312LH,80000,2020-09-21,BODMIN,Cornwall,Cornwall 015B
PL312LH,265000,2020-01-17,BODMIN,Cornwall,Cornwall 015B
PL312LU,158000,2021-10-22,BODMIN,Cornwall,Cornwall 015B
PL312LW,135000,2023-03-10,BODMIN,Cornwall,Cornwall 014B
PL312LW,124000,2023-10-06,BODMIN,Cornwall,Cornwall 014B
PL312LW,133000,2022-11-25,BODMIN,Cornwall,Cornwall 014B
PL312LZ,124000,2020-12-22,BODMIN,Cornwall,Cornwall 015B
PL312NA,125000,2020-08-28,BODMIN,Cornwall,Cornwall 015B
PL312NB,105000,2022-08-09,BODMIN,Cornwall,Cornwall 015B
PL312NB,133000,2021-03-01,BODMIN,Cornwall,Cornwall 015B
PL312NE,150000,2022-12-16,BODMIN,Cornwall,Cornwall 015B
PL312NE,150000,2022-09-16,BODMIN,Cornwall,Cornwall 015B
PL312NE,160000,2023-03-10,BODMIN,Cornwall,Cornwall 015B
PL312NE,113000,2020-12-18,BODMIN,Cornwall,Cornwall 015B
PL312NE,165000,2021-11-15,BODMIN,Cornwall,Cornwall 015B
PL312NG,175000,2022-02-23,BODMIN,Cornwall,Cornwall 015A
PL312NH,195000,2023-10-27,BODMIN,Cornwall,Cornwall 015B
PL312NP,106000,2020-11-27,BODMIN,Cornwall,Cornwall 014A
PL312NQ,165000,2021-12-02,BODMIN,Cornwall,Cornwall 015A
PL312NQ,151000,2023-02-22,BODMIN,Cornwall,Cornwall 015A
PL312NR,400000,2023-06-02,BODMIN,Cornwall,Cornwall 014A
PL312NS,285000,2021-12-21,BODMIN,Cornwall,Cornwall 014A
PL312NS,170000,2022-12-02,BODMIN,Cornwall,Cornwall 014A
PL312NS,260000,2021-01-29,BODMIN,Cornwall,Cornwall 014A
PL312NS,158000,2021-03-23,BODMIN,Cornwall,Cornwall 014A
PL312NU,50000,2021-11-26,BODMIN,Cornwall,Cornwall 014A
PL312NU,36000,2023-01-20,BODMIN,Cornwall,Cornwall 014A
PL312NY,85000,2022-02-01,BODMIN,Cornwall,Cornwall 014A
PL312NY,92000,2021-03-11,BODMIN,Cornwall,Cornwall 014A
PL312NY,85000,2022-02-01,BODMIN,Cornwall,Cornwall 014A
PL312NZ,320000,2020-12-04,BODMIN,Cornwall,Cornwall 014C
PL312NZ,315000,2020-02-10,BODMIN,Cornwall,Cornwall 014C
PL312PA,365000,2021-01-28,BODMIN,Cornwall,Cornwall 015A
PL312PA,640000,2022-05-27,BODMIN,Cornwall,Cornwall 015A
PL312PE,295000,2020-02-28,BODMIN,Cornwall,Cornwall 015A
PL312PE,430000,2023-04-21,BODMIN,Cornwall,Cornwall 015A
PL312PE,290000,2020-02-10,BODMIN,Cornwall,Cornwall 015A
PL312PH,163501,2022-12-13,BODMIN,Cornwall,Cornwall 015A
PL312PH,120000,2023-08-02,BODMIN,Cornwall,Cornwall 015A
PL312PJ,139000,2022-06-29,BODMIN,Cornwall,Cornwall 015A
PL312PJ,120000,2021-11-26,BODMIN,Cornwall,Cornwall 015A
PL312PJ,120000,2020-04-30,BODMIN,Cornwall,Cornwall 015A
PL312PJ,163000,2023-02-23,BODMIN,Cornwall,Cornwall 015A
PL312PJ,210000,2023-09-15,BODMIN,Cornwall,Cornwall 015A
PL312PJ,116000,2021-11-19,BODMIN,Cornwall,Cornwall 015A
PL312PJ,141000,2020-05-22,BODMIN,Cornwall,Cornwall 015A
PL312PJ,205000,2022-04-29,BODMIN,Cornwall,Cornwall 015A
PL312PN,318000,2020-10-07,BODMIN,Cornwall,Cornwall 015A
PL312PN,308000,2023-10-20,BODMIN,Cornwall,Cornwall 015A
PL312PN,325000,2022-08-03,BODMIN,Cornwall,Cornwall 015A
PL312PN,229000,2021-07-12,BODMIN,Cornwall,Cornwall 015A
PL312PN,325000,2022-04-06,BODMIN,Cornwall,Cornwall 015A
PL312PN,230000,2021-02-26,BODMIN,Cornwall,Cornwall 015A
PL312PN,245000,2021-02-26,BODMIN,Cornwall,Cornwall 015A
PL312PP,185000,2020-06-08,BODMIN,Cornwall,Cornwall 015A
PL312PP,244000,2020-03-18,BODMIN,Cornwall,Cornwall 015A
PL312PP,235000,2022-04-29,BODMIN,Cornwall,Cornwall 015A
PL312PQ,155000,2023-07-07,BODMIN,Cornwall,Cornwall 015C
PL312PQ,115000,2022-02-23,BODMIN,Cornwall,Cornwall 015C
PL312PQ,150000,2020-08-28,BODMIN,Cornwall,Cornwall 015C
PL312PQ,135000,2021-02-19,BODMIN,Cornwall,Cornwall 015C
PL312PQ,205000,2020-05-22,BODMIN,Cornwall,Cornwall 015C
PL312PR,210000,2021-07-20,BODMIN,Cornwall,Cornwall 015A
PL312PR,250000,2023-07-04,BODMIN,Cornwall,Cornwall 015A
PL312PR,230000,2022-08-19,BODMIN,Cornwall,Cornwall 015A
PL312PS,180000,2020-02-28,BODMIN,Cornwall,Cornwall 015A
PL312PS,255000,2020-09-02,BODMIN,Cornwall,Cornwall 015A
PL312PS,255000,2021-12-21,BODMIN,Cornwall,Cornwall 015A
PL312PS,270000,2022-06-17,BODMIN,Cornwall,Cornwall 015A
PL312PT,195000,2020-11-25,BODMIN,Cornwall,Cornwall 015A
PL312PU,170000,2022-11-09,BODMIN,Cornwall,Cornwall 015C
PL312PU,112500,2020-05-15,BODMIN,Cornwall,Cornwall 015C
PL312PW,392500,2022-10-12,BODMIN,Cornwall,Cornwall 015A
PL312PW,300000,2023-08-03,BODMIN,Cornwall,Cornwall 015A
PL312PX,100000,2020-11-04,BODMIN,Cornwall,Cornwall 015C
PL312PX,145000,2021-10-14,BODMIN,Cornwall,Cornwall 015C
PL312PY,180000,2022-04-25,BODMIN,Cornwall,Cornwall 015A
PL312PY,155000,2021-11-01,BODMIN,Cornwall,Cornwall 015A
PL312PY,127500,2020-01-31,BODMIN,Cornwall,Cornwall 015A
PL312PY,175000,2022-06-01,BODMIN,Cornwall,Cornwall 015A
PL312QA,67000,2020-08-24,BODMIN,Cornwall,Cornwall 015B
PL312QA,96000,2022-03-15,BODMIN,Cornwall,Cornwall 015B
PL312QA,142000,2021-07-19,BODMIN,Cornwall,Cornwall 015B
PL312QA,155000,2021-09-30,BODMIN,Cornwall,Cornwall 015B
PL312QA,151500,2022-04-04,BODMIN,Cornwall,Cornwall 015B
PL312QB,740000,2023-02-21,BODMIN,Cornwall,Cornwall 014A
PL312QB,365000,2021-01-29,BODMIN,Cornwall,Cornwall 014A
PL312QD,230000,2023-02-09,BODMIN,Cornwall,Cornwall 015C
PL312QD,215000,2021-06-21,BODMIN,Cornwall,Cornwall 015C
PL312QE,160000,2020-03-12,BODMIN,Cornwall,Cornwall 015C
PL312QE,185000,2023-11-17,BODMIN,Cornwall,Cornwall 015C
PL312QH,190000,2020-06-30,BODMIN,Cornwall,Cornwall 015C
PL312QH,240000,2022-04-14,BODMIN,Cornwall,Cornwall 015C
PL312QH,210000,2020-03-06,BODMIN,Cornwall,Cornwall 015C
PL312QH,475000,2023-06-29,BODMIN,Cornwall,Cornwall 015C
PL312QH,380000,2021-06-28,BODMIN,Cornwall,Cornwall 015C
PL312QH,5000,2022-08-09,BODMIN,Cornwall,Cornwall 015C
PL312QH,220000,2021-07-30,BODMIN,Cornwall,Cornwall 015C
PL312QH,210000,2021-09-24,BODMIN,Cornwall,Cornwall 015C
PL312QH,395000,2020-12-21,BODMIN,Cornwall,Cornwall 015C
PL312QJ,245000,2021-05-26,BODMIN,Cornwall,Cornwall 015C
PL312QJ,250000,2020-05-04,BODMIN,Cornwall,Cornwall 015C
PL312QP,380000,2021-03-25,BODMIN,Cornwall,Cornwall 014A
PL312QP,418000,2023-01-20,BODMIN,Cornwall,Cornwall 014A
PL312QP,408000,2021-06-29,BODMIN,Cornwall,Cornwall 014A
PL312QP,495000,2022-08-11,BODMIN,Cornwall,Cornwall 014A
PL312QR,112000,2022-05-27,BODMIN,Cornwall,Cornwall 014A
PL312QS,125000,2020-11-27,BODMIN,Cornwall,Cornwall 014A
PL312QS,162500,2023-08-14,BODMIN,Cornwall,Cornwall 014A
PL312QU,205000,2020-01-24,BODMIN,Cornwall,Cornwall 015C
PL312QU,217500,2021-09-10,BODMIN,Cornwall,Cornwall 015C
PL312QW,60000,2020-03-20,BODMIN,Cornwall,Cornwall 014A
PL312QX,495000,2021-03-23,BODMIN,Cornwall,Cornwall 015C
PL312QZ,135000,2020-01-21,BODMIN,Cornwall,Cornwall 015C
PL312QZ,175000,2021-01-08,BODMIN,Cornwall,Cornwall 015C
PL312QZ,229950,2022-04-28,BODMIN,Cornwall,Cornwall 015C
PL312QZ,188500,2022-01-14,BODMIN,Cornwall,Cornwall 015C
PL312QZ,160000,2020-01-17,BODMIN,Cornwall,Cornwall 015C
PL312QZ,265000,2023-03-10,BODMIN,Cornwall,Cornwall 015C
PL312QZ,172000,2020-02-07,BODMIN,Cornwall,Cornwall 015C
PL312RD,1080000,2021-06-29,BODMIN,Cornwall,Cornwall 015C
PL312RD,355000,2022-04-07,BODMIN,Cornwall,Cornwall 015C
PL312RE,314500,2020-04-24,BODMIN,Cornwall,Cornwall 014A
PL312RF,477500,2022-08-25,BODMIN,Cornwall,Cornwall 015A
PL312RF,219950,2021-12-17,BODMIN,Cornwall,Cornwall 015A
PL312RF,175000,2020-09-25,BODMIN,Cornwall,Cornwall 015A
PL312RF,515000,2023-05-11,BODMIN,Cornwall,Cornwall 015A
PL312RP,365000,2023-11-10,BODMIN,Cornwall,Cornwall 015C
PL312RP,500000,2022-11-28,BODMIN,Cornwall,Cornwall 015C
PL312RP,555000,2022-08-01,BODMIN,Cornwall,Cornwall 015C
PL312RQ,898490,2020-12-03,BODMIN,Cornwall,Cornwall 014A
PL312RS,250000,2023-02-16,BODMIN,Cornwall,Cornwall 015A
PL312RS,215000,2021-12-06,BODMIN,Cornwall,Cornwall 015A
PL312RS,305000,2022-09-16,BODMIN,Cornwall,Cornwall 015A
PL312RS,180000,2023-07-28,BODMIN,Cornwall,Cornwall 015A
PL312RU,154000,2020-11-13,BODMIN,Cornwall,Cornwall 015B
PL312RU,140000,2022-01-02,BODMIN,Cornwall,Cornwall 015B
PL312RU,195000,2023-09-15,BODMIN,Cornwall,Cornwall 015B
PL312RU,100000,2021-03-11,BODMIN,Cornwall,Cornwall 015B
PL312RU,160000,2021-09-06,BODMIN,Cornwall,Cornwall 015B
PL312RU,130000,2021-06-30,BODMIN,Cornwall,Cornwall 015B
PL312RZ,167500,2020-01-31,BODMIN,Cornwall,Cornwall 015A
PL312RZ,180000,2020-03-24,BODMIN,Cornwall,Cornwall 015A
PL312SB,173500,2021-06-04,BODMIN,Cornwall,Cornwall 015C
PL312SB,250000,2022-09-23,BODMIN,Cornwall,Cornwall 015C
PL312SB,219950,2021-03-05,BODMIN,Cornwall,Cornwall 015C
PL312SN,190000,2021-03-26,BODMIN,Cornwall,Cornwall 015C
PL312SN,210000,2021-07-28,BODMIN,Cornwall,Cornwall 015C
PL312SN,214500,2021-04-30,BODMIN,Cornwall,Cornwall 015C
PL312SN,185000,2020-12-04,BODMIN,Cornwall,Cornwall 015C
PL312SS,9666250,2022-12-20,BODMIN,Cornwall,Cornwall 015B
PL312ST,949200,2022-02-18,BODMIN,Cornwall,Cornwall 014C
PL312SU,700000,2020-07-10,BODMIN,Cornwall,Cornwall 014C
PL312TD,259950,2020-03-27,BODMIN,Cornwall,Cornwall 015C
PL312TD,355000,2022-07-29,BODMIN,Cornwall,Cornwall 015C
PL312TD,299950,2020-11-27,BODMIN,Cornwall,Cornwall 015C
PL312TD,285000,2020-05-22,BODMIN,Cornwall,Cornwall 015C
PL312TD,290000,2020-03-20,BODMIN,Cornwall,Cornwall 015C
PL312TD,295000,2023-12-08,BODMIN,Cornwall,Cornwall 015C
PL312TQ,380000,2022-05-25,BODMIN,Cornwall,Cornwall 015C
PL312TQ,259950,2020-12-21,BODMIN,Cornwall,Cornwall 015C
PL312TR,190000,2021-09-08,BODMIN,Cornwall,Cornwall 015C
PL312TR,186000,2021-06-11,BODMIN,Cornwall,Cornwall 015C
PL312TS,220000,2021-01-15,BODMIN,Cornwall,Cornwall 014A
PL312TT,210000,2021-06-15,BODMIN,Cornwall,Cornwall 015C
PL312TT,211500,2021-04-20,BODMIN,Cornwall,Cornwall 015C
PL312TT,212500,2021-09-10,BODMIN,Cornwall,Cornwall 015C
PL312TU,214000,2021-07-15,BODMIN,Cornwall,Cornwall 015C
PL312TY,262500,2020-08-03,BODMIN,Cornwall,Cornwall 014D
PL312TY,283000,2021-03-05,BODMIN,Cornwall,Cornwall 014D
PL312TY,355000,2022-08-24,BODMIN,Cornwall,Cornwall 014D
PL312TY,227500,2020-03-20,BODMIN,Cornwall,Cornwall 014D
PL312TY,262000,2020-10-29,BODMIN,Cornwall,Cornwall 014D
PL312TY,267500,2020-03-20,BODMIN,Cornwall,Cornwall 014D
PL312TZ,277000,2020-08-07,BODMIN,Cornwall,Cornwall 014D
PL312TZ,229950,2020-03-26,BODMIN,Cornwall,Cornwall 014D
PL312TZ,275000,2020-11-20,BODMIN,Cornwall,Cornwall 014D
PL312TZ,133500,2020-05-01,BODMIN,Cornwall,Cornwall 014D
PL312TZ,133500,2020-02-24,BODMIN,Cornwall,Cornwall 014D
PL312TZ,219000,2020-01-10,BODMIN,Cornwall,Cornwall 014D
PL312TZ,133500,2020-05-29,BODMIN,Cornwall,Cornwall 014D
PL312TZ,133500,2020-02-14,BODMIN,Cornwall,Cornwall 014D
PL312TZ,240000,2020-12-11,BODMIN,Cornwall,Cornwall 014D
PL312TZ,133500,2020-01-31,BODMIN,Cornwall,Cornwall 014D
PL312TZ,215000,2020-02-28,BODMIN,Cornwall,Cornwall 014D
PL312TZ,240000,2020-05-29,BODMIN,Cornwall,Cornwall 014D
PL312TZ,133500,2020-04-17,BODMIN,Cornwall,Cornwall 014D
PL312TZ,133500,2020-01-31,BODMIN,Cornwall,Cornwall 014D
PL312UJ,128305,2021-09-08,BODMIN,Cornwall,Cornwall 014D
PL312UQ,269950,2020-08-21,BODMIN,Cornwall,Cornwall 014D
PL312UQ,332500,2022-04-06,BODMIN,Cornwall,Cornwall 014D
PL312UQ,226000,2021-02-10,BODMIN,Cornwall,Cornwall 014D
PL312UW,278000,2021-04-30,BODMIN,Cornwall,Cornwall 014D
PL312UW,285000,2021-08-11,BODMIN,Cornwall,Cornwall 014D
PL312UW,320000,2021-07-16,BODMIN,Cornwall,Cornwall 014D
PL312UW,228995,2021-04-30,BODMIN,Cornwall,Cornwall 014D
PL312UW,202000,2021-09-08,BODMIN,Cornwall,Cornwall 014D
PL312UW,169995,2021-02-26,BODMIN,Cornwall,Cornwall 014D
PL312UW,169995,2021-05-28,BODMIN,Cornwall,Cornwall 014D
PL312UW,278000,2021-04-30,BODMIN,Cornwall,Cornwall 014D
PL312UW,169995,2020-11-27,BODMIN,Cornwall,Cornwall 014D
PL312UW,215000,2020-04-24,BODMIN,Cornwall,Cornwall 014D
PL312UW,225000,2020-01-31,BODMIN,Cornwall,Cornwall 014D
PL312UW,260000,2020-03-30,BODMIN,Cornwall,Cornwall 014D
PL312UW,320000,2021-07-23,BODMIN,Cornwall,Cornwall 014D
PL312UW,271850,2020-09-30,BODMIN,Cornwall,Cornwall 014D
PL312UW,163995,2021-02-26,BODMIN,Cornwall,Cornwall 014D
PL312UW,372500,2023-02-09,BODMIN,Cornwall,Cornwall 014D
PL312UW,265000,2020-10-09,BODMIN,Cornwall,Cornwall 014D
PL312UW,165000,2020-09-30,BODMIN,Cornwall,Cornwall 014D
PL312UW,163995,2020-12-04,BODMIN,Cornwall,Cornwall 014D
PL312UW,333995,2021-09-30,BODMIN,Cornwall,Cornwall 014D
PL312UW,270000,2021-03-19,BODMIN,Cornwall,Cornwall 014D
PL312UW,169995,2020-12-11,BODMIN,Cornwall,Cornwall 014D
PL312UW,325000,2022-06-30,BODMIN,Cornwall,Cornwall 014D
PL312UW,169995,2021-02-26,BODMIN,Cornwall,Cornwall 014D
PL312UW,310000,2021-05-28,BODMIN,Cornwall,Cornwall 014D
PL312UW,339000,2022-02-11,BODMIN,Cornwall,Cornwall 014D
PL312UW,265000,2021-01-29,BODMIN,Cornwall,Cornwall 014D
PL312UW,264500,2021-05-07,BODMIN,Cornwall,Cornwall 014D
PL312UW,265000,2021-05-28,BODMIN,Cornwall,Cornwall 014D
PL312UW,195000,2023-10-02,BODMIN,Cornwall,Cornwall 014D
PL312UW,272000,2021-03-05,BODMIN,Cornwall,Cornwall 014D
PL312UW,325000,2022-10-14,BODMIN,Cornwall,Cornwall 014D
PL312UW,374495,2022-06-24,BODMIN,Cornwall,Cornwall 014D
PL312UW,258440,2020-03-30,BODMIN,Cornwall,Cornwall 014D
PL312UW,215000,2020-02-28,BODMIN,Cornwall,Cornwall 014D
PL312UW,255000,2020-03-20,BODMIN,Cornwall,Cornwall 014D
PL312UW,307500,2021-03-31,BODMIN,Cornwall,Cornwall 014D
PL312UW,264500,2021-04-15,BODMIN,Cornwall,Cornwall 014D
PL312UW,265000,2020-12-21,BODMIN,Cornwall,Cornwall 014D
PL312UW,162000,2020-03-19,BODMIN,Cornwall,Cornwall 014D
PL312UW,169995,2021-05-28,BODMIN,Cornwall,Cornwall 014D
PL312UW,261500,2020-12-21,BODMIN,Cornwall,Cornwall 014D
PL312UW,302000,2021-06-30,BODMIN,Cornwall,Cornwall 014D
PL312UW,161495,2021-05-28,BODMIN,Cornwall,Cornwall 014D
PL312UW,228995,2021-04-30,BODMIN,Cornwall,Cornwall 014D
PL329AA,115000,2022-10-14,CAMELFORD,Cornwall,Cornwall 004E
PL329AA,140000,2023-12-15,CAMELFORD,Cornwall,Cornwall 004E
