PostalCode,Maximum download speed (Mbit/s),Average download speed (Mbit/s),oa11cd,Street,City,County
BS105AA,200,91.8,E00073907,Bristol 004C,Bristol 004,Bristol
BS105AB,200,79.1,E00073913,Bristol 004D,Bristol 004,Bristol
BS105AD,200,72.5,E00073913,Bristol 004D,Bristol 004,Bristol
BS105AE,150,56.2,E00073908,Bristol 004D,Bristol 004,Bristol
BS105AF,200,82.3,E00073899,Bristol 004B,Bristol 004,Bristol
BS105AG,200,69.6,E00073909,Bristol 004D,Bristol 004,Bristol
BS105AH,200,78,E00073899,Bristol 004B,Bristol 004,Bristol
BS105AJ,200,65.2,E00073899,Bristol 004B,Bristol 004,Bristol
BS105AL,200,69.5,E00073899,Bristol 004B,Bristol 004,Bristol
BS105AN,200,88.1,E00073912,Bristol 010B,Bristol 010,Bristol
BS105AP,200,76.1,E00073909,Bristol 004D,Bristol 004,Bristol
BS105AQ,200,76.1,E00073899,Bristol 004B,Bristol 004,Bristol
BS105AR,200,77.2,E00073910,Bristol 004D,Bristol 004,Bristol
BS105AS,200,80.8,E00073913,Bristol 004D,Bristol 004,Bristol
BS105AT,200,80.4,E00073910,Bristol 004D,Bristol 004,Bristol
BS105AU,300,87.5,E00073910,Bristol 004D,Bristol 004,Bristol
BS105AW,100,55.7,E00073909,Bristol 004D,Bristol 004,Bristol
BS105AX,200,80.8,E00073910,Bristol 004D,Bristol 004,Bristol
BS105AY,200,71.7,E00073909,Bristol 004D,Bristol 004,Bristol
BS105AZ,200,77.2,E00073909,Bristol 004D,Bristol 004,Bristol
BS105BA,106.3,60.7,E00073898,Bristol 004C,Bristol 004,Bristol
BS105BB,200,73,E00073898,Bristol 004C,Bristol 004,Bristol
BS105BD,200,79.5,E00073898,Bristol 004C,Bristol 004,Bristol
BS105BE,200,93.9,E00073916,Bristol 004D,Bristol 004,Bristol
BS105BH,200,68.6,E00073907,Bristol 004C,Bristol 004,Bristol
BS105BJ,200,72.4,E00073900,Bristol 004C,Bristol 004,Bristol
BS105BL,200,86.1,E00073907,Bristol 004C,Bristol 004,Bristol
BS105BN,200,75.8,E00073907,Bristol 004C,Bristol 004,Bristol
BS105BP,200,78.5,E00073907,Bristol 004C,Bristol 004,Bristol
BS105BS,200,52.1,E00073898,Bristol 004C,Bristol 004,Bristol
BS105BT,106.3,52.5,E00073900,Bristol 004C,Bristol 004,Bristol
BS105BU,200,58.6,E00073898,Bristol 004C,Bristol 004,Bristol
BS105BW,200,121.7,E00073907,Bristol 004C,Bristol 004,Bristol
BS105BX,200,100.8,E00073908,Bristol 004D,Bristol 004,Bristol
BS105BY,200,78.2,E00073908,Bristol 004D,Bristol 004,Bristol
BS105BZ,200,129.6,E00073898,Bristol 004C,Bristol 004,Bristol
BS105DA,150,71.9,E00073908,Bristol 004D,Bristol 004,Bristol
BS105DB,200,53.4,E00073908,Bristol 004D,Bristol 004,Bristol
BS105DD,200,96.9,E00073908,Bristol 004D,Bristol 004,Bristol
BS105DF,39.9,13.4,E00073898,Bristol 004C,Bristol 004,Bristol
BS105DJ,200,98,E00073900,Bristol 004C,Bristol 004,Bristol
BS105DL,200,119.9,E00074351,Bristol 006C,Bristol 006,Bristol
BS105DR,200,83,E00073906,Bristol 004C,Bristol 004,Bristol
BS105DS,200,81.9,E00073906,Bristol 004C,Bristol 004,Bristol
BS105DT,79,55,E00074341,Bristol 006C,Bristol 006,Bristol
BS105DW,106.3,65.6,E00074351,Bristol 006C,Bristol 006,Bristol
BS105DX,200,60,E00074341,Bristol 006C,Bristol 006,Bristol
BS105DZ,200,103.6,E00074341,Bristol 006C,Bristol 006,Bristol
BS105EA,150,70.7,E00073906,Bristol 004C,Bristol 004,Bristol
BS105ED,200,77.3,E00073906,Bristol 004C,Bristol 004,Bristol
BS105EE,200,76.5,E00074341,Bristol 006C,Bristol 006,Bristol
BS105EF,200,66.4,E00074341,Bristol 006C,Bristol 006,Bristol
BS105EG,200,71.8,E00074341,Bristol 006C,Bristol 006,Bristol
BS105EH,200,70.9,E00074222,Bristol 002A,Bristol 002,Bristol
BS105EJ,200,66.4,E00074222,Bristol 002A,Bristol 002,Bristol
BS105EL,152,60.2,E00074220,Bristol 002A,Bristol 002,Bristol
BS105EN,200,67.6,E00073926,Bristol 004C,Bristol 004,Bristol
BS105EP,200,52.6,E00073900,Bristol 004C,Bristol 004,Bristol
BS105EQ,200,81.5,E00074341,Bristol 006C,Bristol 006,Bristol
BS105ES,200,54.2,E00073900,Bristol 004C,Bristol 004,Bristol
BS105ET,200,75.9,E00073900,Bristol 004C,Bristol 004,Bristol
BS105EU,200,74.3,E00073906,Bristol 004C,Bristol 004,Bristol
BS105EX,200,64.3,E00073906,Bristol 004C,Bristol 004,Bristol
BS105EY,100,48.1,E00073926,Bristol 004C,Bristol 004,Bristol
BS105FD,200,33.2,E00074204,Bristol 002E,Bristol 002,Bristol
BS105FE,80,34.9,E00074221,Bristol 002A,Bristol 002,Bristol
BS105FG,73.8,43.6,E00073910,Bristol 004D,Bristol 004,Bristol
BS105FJ,80,32.4,E00074220,Bristol 002A,Bristol 002,Bristol
BS105HD,16.4,11.8,E00074211,Bristol 002B,Bristol 002,Bristol
BS105HE,79.9,22.8,E00074351,Bristol 006C,Bristol 006,Bristol
BS105HG,200,77.3,E00074351,Bristol 006C,Bristol 006,Bristol
BS105HH,200,76,E00074340,Bristol 006C,Bristol 006,Bristol
BS105HJ,106.3,51.2,E00074344,Bristol 006C,Bristol 006,Bristol
BS105HL,200,72.5,E00074344,Bristol 006C,Bristol 006,Bristol
BS105HN,200,103.5,E00074344,Bristol 006C,Bristol 006,Bristol
BS105HQ,200,64.5,E00074351,Bristol 006C,Bristol 006,Bristol
BS105HU,49.4,24.1,E00074209,Bristol 002E,Bristol 002,Bristol
BS105HW,79.9,34.5,E00074344,Bristol 006C,Bristol 006,Bristol
BS105HY,200,78,E00074344,Bristol 006C,Bristol 006,Bristol
BS105HZ,200,84.2,E00074340,Bristol 006C,Bristol 006,Bristol
BS105JA,200,96.6,E00074344,Bristol 006C,Bristol 006,Bristol
BS105JD,200,75.9,E00074340,Bristol 006C,Bristol 006,Bristol
BS105JE,150,47.7,E00074340,Bristol 006C,Bristol 006,Bristol
BS105JF,200,57.9,E00074340,Bristol 006C,Bristol 006,Bristol
BS105JG,200,105.1,E00074340,Bristol 006C,Bristol 006,Bristol
BS105JH,200,100.9,E00074220,Bristol 002A,Bristol 002,Bristol
BS105JJ,300,60.7,E00074221,Bristol 002A,Bristol 002,Bristol
BS105JL,200,55.4,E00074221,Bristol 002A,Bristol 002,Bristol
BS105JN,200,86.4,E00074215,Bristol 002A,Bristol 002,Bristol
BS105JP,300,112.2,E00074215,Bristol 002A,Bristol 002,Bristol
BS105JQ,200,55.7,E00074222,Bristol 002A,Bristol 002,Bristol
BS105JR,100,59,E00074209,Bristol 002E,Bristol 002,Bristol
BS105JS,106.3,52.9,E00074219,Bristol 002A,Bristol 002,Bristol
BS105JT,200,84.7,E00074219,Bristol 002A,Bristol 002,Bristol
BS105JU,200,69.5,E00074219,Bristol 002A,Bristol 002,Bristol
BS105JW,200,69,E00074215,Bristol 002A,Bristol 002,Bristol
BS105JX,200,96.6,E00074219,Bristol 002A,Bristol 002,Bristol
BS105JY,200,56.5,E00074221,Bristol 002A,Bristol 002,Bristol
BS105JZ,150,62.6,E00074221,Bristol 002A,Bristol 002,Bristol
BS105LG,150,78.2,E00074214,Bristol 002E,Bristol 002,Bristol
BS105LH,200,89.8,E00073926,Bristol 004C,Bristol 004,Bristol
BS105LJ,200,85.9,E00073926,Bristol 004C,Bristol 004,Bristol
BS105LL,100,59.2,E00073926,Bristol 004C,Bristol 004,Bristol
BS105LN,200,87.7,E00073926,Bristol 004C,Bristol 004,Bristol
BS105LP,200,84.1,E00073926,Bristol 004C,Bristol 004,Bristol
BS105LS,200,96.7,E00074221,Bristol 002A,Bristol 002,Bristol
BS105LT,200,85.3,E00074219,Bristol 002A,Bristol 002,Bristol
BS105LU,200,97,E00074219,Bristol 002A,Bristol 002,Bristol
BS105LW,200,57.7,E00074220,Bristol 002A,Bristol 002,Bristol
BS105LX,50,26.8,E00073921,Bristol 004A,Bristol 004,Bristol
BS105LY,63.4,23.2,E00073921,Bristol 004A,Bristol 004,Bristol
BS105LZ,200,62.7,E00074214,Bristol 002E,Bristol 002,Bristol
BS105NA,200,50.8,E00074214,Bristol 002E,Bristol 002,Bristol
BS105NF,200,91.3,E00073895,Bristol 004A,Bristol 004,Bristol
BS105NG,200,84.2,E00074214,Bristol 002E,Bristol 002,Bristol
BS105NH,200,72.3,E00073895,Bristol 004A,Bristol 004,Bristol
BS105NJ,200,109.5,E00073895,Bristol 004A,Bristol 004,Bristol
BS105NL,200,74,E00074207,Bristol 002E,Bristol 002,Bristol
BS105NQ,200,89.6,E00074214,Bristol 002E,Bristol 002,Bristol
BS105NZ,79.9,49.2,E00074218,Bristol 002B,Bristol 002,Bristol
BS105PA,200,74.5,E00074193,Bristol 002B,Bristol 002,Bristol
BS105PB,200,90.4,E00074193,Bristol 002B,Bristol 002,Bristol
BS105PD,150,68,E00074215,Bristol 002A,Bristol 002,Bristol
BS105PE,200,88,E00074215,Bristol 002A,Bristol 002,Bristol
BS105PF,200,72.9,E00074215,Bristol 002A,Bristol 002,Bristol
BS105PG,200,63.5,E00074220,Bristol 002A,Bristol 002,Bristol
BS105PH,150,53.8,E00074220,Bristol 002A,Bristol 002,Bristol
BS105PL,200,65,E00074220,Bristol 002A,Bristol 002,Bristol
BS105PN,200,96.8,E00074220,Bristol 002A,Bristol 002,Bristol
BS105PQ,100,31.6,E00074220,Bristol 002A,Bristol 002,Bristol
BS105PU,200,65.1,E00074217,Bristol 002D,Bristol 002,Bristol
BS105PW,200,100.9,E00074220,Bristol 002A,Bristol 002,Bristol
BS105PX,150,57.1,E00074217,Bristol 002D,Bristol 002,Bristol
BS105PY,200,55.6,E00074216,Bristol 002D,Bristol 002,Bristol
BS105PZ,200,95.4,E00074216,Bristol 002D,Bristol 002,Bristol
BS105QA,300,54,E00074222,Bristol 002A,Bristol 002,Bristol
BS105QB,150,55.5,E00074222,Bristol 002A,Bristol 002,Bristol
BS105QH,200,74.3,E00074193,Bristol 002B,Bristol 002,Bristol
BS105QJ,200,64.7,E00074193,Bristol 002B,Bristol 002,Bristol
BS105QL,200,54.3,E00074193,Bristol 002B,Bristol 002,Bristol
BS105QN,200,83.3,E00074217,Bristol 002D,Bristol 002,Bristol
BS105QP,200,63.7,E00074217,Bristol 002D,Bristol 002,Bristol
BS105QR,200,66.5,E00074193,Bristol 002B,Bristol 002,Bristol
BS105QS,200,90.7,E00074211,Bristol 002B,Bristol 002,Bristol
BS105QT,200,74.4,E00074209,Bristol 002E,Bristol 002,Bristol
BS105QU,200,81.9,E00074209,Bristol 002E,Bristol 002,Bristol
BS105QW,106.3,47.9,E00074217,Bristol 002D,Bristol 002,Bristol
BS105QX,200,60.7,E00074215,Bristol 002A,Bristol 002,Bristol
BS105QY,200,86,E00074210,Bristol 002B,Bristol 002,Bristol
BS105QZ,200,70.6,E00074210,Bristol 002B,Bristol 002,Bristol
BS105RA,100,45.1,E00074210,Bristol 002B,Bristol 002,Bristol
BS105RB,200,112.5,E00074210,Bristol 002B,Bristol 002,Bristol
BS105RD,200,76.5,E00074211,Bristol 002B,Bristol 002,Bristol
BS105RE,200,57.7,E00074211,Bristol 002B,Bristol 002,Bristol
BS105RF,200,82,E00074211,Bristol 002B,Bristol 002,Bristol
BS105RG,200,72.4,E00074211,Bristol 002B,Bristol 002,Bristol
BS105RH,200,105,E00074211,Bristol 002B,Bristol 002,Bristol
BS105RJ,200,61.5,E00074206,Bristol 002C,Bristol 002,Bristol
BS105RL,200,59.6,E00074210,Bristol 002B,Bristol 002,Bristol
BS105RN,200,74.4,E00074206,Bristol 002C,Bristol 002,Bristol
BS105RP,40,40,E00074206,Bristol 002C,Bristol 002,Bristol
BS105RQ,200,72.4,E00074211,Bristol 002B,Bristol 002,Bristol
BS105RR,43.8,25,E00074206,Bristol 002C,Bristol 002,Bristol
BS105RW,200,69.5,E00074206,Bristol 002C,Bristol 002,Bristol
BS105SB,300,97.3,E00074214,Bristol 002E,Bristol 002,Bristol
BS105SE,200,71,E00074214,Bristol 002E,Bristol 002,Bristol
BS105SF,200,107,E00074207,Bristol 002E,Bristol 002,Bristol
BS105SG,200,88.1,E00074207,Bristol 002E,Bristol 002,Bristol
BS105SH,150,55.5,E00074209,Bristol 002E,Bristol 002,Bristol
BS105SJ,300,92.4,E00074207,Bristol 002E,Bristol 002,Bristol
BS105SL,300,69.9,E00074207,Bristol 002E,Bristol 002,Bristol
BS105SN,200,85.4,E00074204,Bristol 002E,Bristol 002,Bristol
BS105SP,200,70,E00074204,Bristol 002E,Bristol 002,Bristol
BS105SQ,200,78.8,E00074214,Bristol 002E,Bristol 002,Bristol
BS105SR,200,69.6,E00074204,Bristol 002E,Bristol 002,Bristol
BS105SS,200,94.2,E00074209,Bristol 002E,Bristol 002,Bristol
BS105ST,150,67.7,E00074209,Bristol 002E,Bristol 002,Bristol
BS105SU,200,99.6,E00074209,Bristol 002E,Bristol 002,Bristol
BS105SW,200,76.8,E00074204,Bristol 002E,Bristol 002,Bristol
BS105SX,200,68.5,E00074204,Bristol 002E,Bristol 002,Bristol
BS105SY,200,75.5,E00074209,Bristol 002E,Bristol 002,Bristol
BS105SZ,200,84.1,E00074206,Bristol 002C,Bristol 002,Bristol
BS106AA,40,29.5,E00073774,Bristol 001C,Bristol 001,Bristol
BS106AB,200,57,E00074194,Bristol 002D,Bristol 002,Bristol
BS106AF,200,104.8,E00074216,Bristol 002D,Bristol 002,Bristol
BS106AH,100,67.3,E00074216,Bristol 002D,Bristol 002,Bristol
BS106AJ,200,100.1,E00074218,Bristol 002B,Bristol 002,Bristol
BS106AL,300,129.3,E00074218,Bristol 002B,Bristol 002,Bristol
BS106AN,300,60.6,E00074218,Bristol 002B,Bristol 002,Bristol
BS106AP,200,115.5,E00074218,Bristol 002B,Bristol 002,Bristol
BS106AQ,150,57.5,E00074212,Bristol 002D,Bristol 002,Bristol
BS106AR,200,86.1,E00074218,Bristol 002B,Bristol 002,Bristol
BS106AS,80,33.7,E00074218,Bristol 002B,Bristol 002,Bristol
BS106AT,200,41.9,E00074218,Bristol 002B,Bristol 002,Bristol
BS106AU,200,68.4,E00074213,Bristol 002D,Bristol 002,Bristol
BS106AW,200,58.1,E00074217,Bristol 002D,Bristol 002,Bristol
BS106AX,100,44.6,E00074213,Bristol 002D,Bristol 002,Bristol
BS106AZ,106.3,56.2,E00074194,Bristol 002D,Bristol 002,Bristol
BS106BA,200,53.6,E00074218,Bristol 002B,Bristol 002,Bristol
BS106BB,200,63.2,E00074199,Bristol 002C,Bristol 002,Bristol
BS106BD,200,67.7,E00074201,Bristol 002C,Bristol 002,Bristol
BS106BE,200,87.9,E00074201,Bristol 002C,Bristol 002,Bristol
BS106BG,200,72.3,E00074201,Bristol 002C,Bristol 002,Bristol
BS106BP,200,80.6,E00074201,Bristol 002C,Bristol 002,Bristol
BS106BQ,200,59.5,E00074210,Bristol 002B,Bristol 002,Bristol
BS106BS,106.3,71.8,E00074196,Bristol 002C,Bristol 002,Bristol
BS106BT,106.3,51.3,E00074196,Bristol 002C,Bristol 002,Bristol
BS106BU,200,47.4,E00074198,Bristol 002C,Bristol 002,Bristol
BS106BW,200,70.3,E00074195,Bristol 002F,Bristol 002,Bristol
BS106BX,200,69,E00074195,Bristol 002F,Bristol 002,Bristol
BS106BZ,200,57.7,E00074195,Bristol 002F,Bristol 002,Bristol
BS106DA,200,109.2,E00074202,Bristol 002G,Bristol 002,Bristol
BS106DB,72.5,30.1,E00074203,Bristol 002B,Bristol 002,Bristol
BS106DD,200,70.3,E00074203,Bristol 002B,Bristol 002,Bristol
BS106DG,200,77.6,E00074216,Bristol 002D,Bristol 002,Bristol
BS106DH,200,74.3,E00074216,Bristol 002D,Bristol 002,Bristol
BS106DJ,200,74.7,E00074208,Bristol 002D,Bristol 002,Bristol
BS106DL,200,95.8,E00074208,Bristol 002D,Bristol 002,Bristol
BS106DN,200,88.1,E00074208,Bristol 002D,Bristol 002,Bristol
BS106DP,200,103.2,E00074202,Bristol 002G,Bristol 002,Bristol
BS106DQ,100,43,E00074212,Bristol 002D,Bristol 002,Bristol
BS106DR,70,41.7,E00074202,Bristol 002G,Bristol 002,Bristol
BS106DS,200,66.8,E00074202,Bristol 002G,Bristol 002,Bristol
BS106DT,200,94.8,E00074200,Bristol 002G,Bristol 002,Bristol
BS106DU,200,94.8,E00074202,Bristol 002G,Bristol 002,Bristol
BS106DW,106.3,51.8,E00074216,Bristol 002D,Bristol 002,Bristol
BS106DX,106.3,48.8,E00074202,Bristol 002G,Bristol 002,Bristol
BS106DY,106.3,59,E00074203,Bristol 002B,Bristol 002,Bristol
BS106DZ,200,78.9,E00074203,Bristol 002B,Bristol 002,Bristol
BS106EA,200,111.3,E00074203,Bristol 002B,Bristol 002,Bristol
BS106EB,106.3,46.7,E00074199,Bristol 002C,Bristol 002,Bristol
BS106ED,200,78.9,E00074199,Bristol 002C,Bristol 002,Bristol
BS106EE,300,70.6,E00074203,Bristol 002B,Bristol 002,Bristol
BS106EF,200,69.3,E00074201,Bristol 002C,Bristol 002,Bristol
BS106EG,200,67.1,E00074201,Bristol 002C,Bristol 002,Bristol
BS106EH,200,62.6,E00074196,Bristol 002C,Bristol 002,Bristol
BS106EJ,200,118.5,E00074196,Bristol 002C,Bristol 002,Bristol
BS106EL,200,75.8,E00074199,Bristol 002C,Bristol 002,Bristol
BS106EN,200,57.3,E00074196,Bristol 002C,Bristol 002,Bristol
BS106EP,200,103.2,E00074198,Bristol 002C,Bristol 002,Bristol
BS106EQ,200,74.4,E00074196,Bristol 002C,Bristol 002,Bristol
BS106ER,200,59.2,E00074198,Bristol 002C,Bristol 002,Bristol
BS106ES,200,103.4,E00074199,Bristol 002C,Bristol 002,Bristol
BS106ET,200,111.4,E00074203,Bristol 002B,Bristol 002,Bristol
BS106EW,200,50.6,E00074198,Bristol 002C,Bristol 002,Bristol
BS106EX,14.3,8,E00074198,Bristol 002C,Bristol 002,Bristol
BS106EY,106.3,46.7,E00074196,Bristol 002C,Bristol 002,Bristol
BS106FB,200,77.9,E00174315,Bristol 001C,Bristol 001,Bristol
BS106FD,200,96,E00073752,Bristol 001A,Bristol 001,Bristol
BS106HA,200,78.7,E00074212,Bristol 002D,Bristol 002,Bristol
BS106HB,200,79,E00074208,Bristol 002D,Bristol 002,Bristol
BS106HD,200,74.7,E00074205,Bristol 002G,Bristol 002,Bristol
BS106HE,200,80.2,E00074200,Bristol 002G,Bristol 002,Bristol
BS106HF,200,106.5,E00074197,Bristol 002G,Bristol 002,Bristol
BS106HG,200,92.6,E00074227,Bristol 002G,Bristol 002,Bristol
BS106HJ,150,57.4,E00074199,Bristol 002C,Bristol 002,Bristol
BS106HL,16.5,16.5,E00074201,Bristol 002C,Bristol 002,Bristol
BS106HN,200,70.8,E00074198,Bristol 002C,Bristol 002,Bristol
BS106HQ,100,45,E00074198,Bristol 002C,Bristol 002,Bristol
BS106HR,200,82.5,E00074202,Bristol 002G,Bristol 002,Bristol
BS106HS,200,51.2,E00074202,Bristol 002G,Bristol 002,Bristol
BS106HT,200,92,E00074202,Bristol 002G,Bristol 002,Bristol
BS106HU,200,96,E00074197,Bristol 002G,Bristol 002,Bristol
BS106HW,106.3,45.1,E00074203,Bristol 002B,Bristol 002,Bristol
BS106HX,200,76.1,E00074200,Bristol 002G,Bristol 002,Bristol
BS106HY,200,103.6,E00074198,Bristol 002C,Bristol 002,Bristol
BS106HZ,200,68,E00074227,Bristol 002G,Bristol 002,Bristol
BS106JA,200,69.2,E00074226,Bristol 002F,Bristol 002,Bristol
BS106JB,70,34.9,E00074227,Bristol 002G,Bristol 002,Bristol
BS106JD,150,57.5,E00074227,Bristol 002G,Bristol 002,Bristol
BS106JE,200,69.2,E00074226,Bristol 002F,Bristol 002,Bristol
BS106JF,200,106.2,E00074227,Bristol 002G,Bristol 002,Bristol
BS106JN,200,78.1,E00174259,Bristol 001C,Bristol 001,Bristol
BS106JP,200,109.2,E00073772,Bristol 001C,Bristol 001,Bristol
BS106JQ,200,98.3,E00174259,Bristol 001C,Bristol 001,Bristol
BS106JS,150,55.3,E00073774,Bristol 001C,Bristol 001,Bristol
BS106JU,106.3,48.9,E00074226,Bristol 002F,Bristol 002,Bristol
BS106JW,200,73.8,E00174259,Bristol 001C,Bristol 001,Bristol
BS106JX,200,101.6,E00073767,Bristol 001C,Bristol 001,Bristol
BS106JZ,200,85.9,E00074226,Bristol 002F,Bristol 002,Bristol
BS106LD,200,71.8,E00074223,Bristol 002F,Bristol 002,Bristol
BS106LE,200,59.4,E00074223,Bristol 002F,Bristol 002,Bristol
BS106LF,200,101.7,E00074226,Bristol 002F,Bristol 002,Bristol
BS106LG,200,74.2,E00074226,Bristol 002F,Bristol 002,Bristol
BS106LH,106.3,53.5,E00074224,Bristol 002F,Bristol 002,Bristol
BS106LJ,150,74.9,E00074224,Bristol 002F,Bristol 002,Bristol
BS106LL,200,94.3,E00074225,Bristol 002F,Bristol 002,Bristol
BS106LN,200,60,E00074224,Bristol 002F,Bristol 002,Bristol
BS106LP,150,58.7,E00074224,Bristol 002F,Bristol 002,Bristol
BS106LQ,200,75.8,E00074226,Bristol 002F,Bristol 002,Bristol
BS106LR,200,73.1,E00074223,Bristol 002F,Bristol 002,Bristol
BS106LS,200,59.1,E00074225,Bristol 002F,Bristol 002,Bristol
BS106LT,200,79.4,E00074223,Bristol 002F,Bristol 002,Bristol
BS106LU,200,61.9,E00074225,Bristol 002F,Bristol 002,Bristol
BS106LW,200,83.3,E00074225,Bristol 002F,Bristol 002,Bristol
BS106LX,200,61.5,E00074224,Bristol 002F,Bristol 002,Bristol
BS106LZ,200,70.4,E00074225,Bristol 002F,Bristol 002,Bristol
BS106ND,63.1,27.9,E00174259,Bristol 001C,Bristol 001,Bristol
BS106NE,200,64.3,E00074197,Bristol 002G,Bristol 002,Bristol
BS106NG,200,62.2,E00074212,Bristol 002D,Bristol 002,Bristol
BS106NL,200,64.7,E00074205,Bristol 002G,Bristol 002,Bristol
BS106NN,106.3,63,E00074197,Bristol 002G,Bristol 002,Bristol
BS106NP,79.2,30.6,E00174259,Bristol 001C,Bristol 001,Bristol
BS106NQ,300,72.2,E00074213,Bristol 002D,Bristol 002,Bristol
BS106NR,200,80.4,E00074227,Bristol 002G,Bristol 002,Bristol
BS106NT,200,78.2,E00073774,Bristol 001C,Bristol 001,Bristol
BS106NU,200,75.3,E00073774,Bristol 001C,Bristol 001,Bristol
BS106NX,200,112.7,E00073772,Bristol 001C,Bristol 001,Bristol
BS106NY,200,70.9,E00073774,Bristol 001C,Bristol 001,Bristol
BS106NZ,200,59.7,E00073774,Bristol 001C,Bristol 001,Bristol
BS106PA,200,82.9,E00073774,Bristol 001C,Bristol 001,Bristol
BS106PB,200,91.6,E00073772,Bristol 001C,Bristol 001,Bristol
BS106PD,100,47.9,E00073767,Bristol 001C,Bristol 001,Bristol
BS106PE,150,58.3,E00073767,Bristol 001C,Bristol 001,Bristol
BS106PF,200,67.6,E00073767,Bristol 001C,Bristol 001,Bristol
BS106PG,200,74.4,E00073767,Bristol 001C,Bristol 001,Bristol
BS106PH,200,58,E00073767,Bristol 001C,Bristol 001,Bristol
BS106PJ,200,94.9,E00073767,Bristol 001C,Bristol 001,Bristol
BS106PL,200,68.7,E00074205,Bristol 002G,Bristol 002,Bristol
BS106PN,200,73.3,E00074205,Bristol 002G,Bristol 002,Bristol
BS106PP,200,57.5,E00074200,Bristol 002G,Bristol 002,Bristol
BS106PQ,200,57.1,E00073767,Bristol 001C,Bristol 001,Bristol
BS106PR,200,82.3,E00074197,Bristol 002G,Bristol 002,Bristol
BS106PS,200,84.7,E00074197,Bristol 002G,Bristol 002,Bristol
BS106PT,200,85.3,E00074197,Bristol 002G,Bristol 002,Bristol
BS106PU,200,52,E00074205,Bristol 002G,Bristol 002,Bristol
BS106PW,200,84.6,E00074200,Bristol 002G,Bristol 002,Bristol
BS106PX,200,64.5,E00074208,Bristol 002D,Bristol 002,Bristol
BS106PY,200,65.7,E00074212,Bristol 002D,Bristol 002,Bristol
BS106PZ,300,50.1,E00074213,Bristol 002D,Bristol 002,Bristol
BS106QA,150,96.5,E00073752,Bristol 001A,Bristol 001,Bristol
BS106QB,200,80.7,E00073750,Bristol 001E,Bristol 001,Bristol
BS106QD,200,81,E00073750,Bristol 001E,Bristol 001,Bristol
BS106QE,200,80.5,E00073750,Bristol 001E,Bristol 001,Bristol
BS106QF,200,64.3,E00073752,Bristol 001A,Bristol 001,Bristol
BS106QG,200,59.6,E00073752,Bristol 001A,Bristol 001,Bristol
BS106QH,200,73.6,E00174259,Bristol 001C,Bristol 001,Bristol
BS106QJ,200,58.8,E00073778,Bristol 001A,Bristol 001,Bristol
BS106QL,200,88,E00174259,Bristol 001C,Bristol 001,Bristol
BS106QN,300,85.2,E00073778,Bristol 001A,Bristol 001,Bristol
BS106QP,200,81.9,E00073770,Bristol 001C,Bristol 001,Bristol
BS106QQ,200,80.7,E00073752,Bristol 001A,Bristol 001,Bristol
BS106QR,200,74.7,E00073770,Bristol 001C,Bristol 001,Bristol
BS106QS,150,72.9,E00073770,Bristol 001C,Bristol 001,Bristol
BS106QT,200,62.7,E00073770,Bristol 001C,Bristol 001,Bristol
BS106QU,200,87.5,E00073770,Bristol 001C,Bristol 001,Bristol
BS106QW,200,67.5,E00073770,Bristol 001C,Bristol 001,Bristol
BS106QX,200,101.5,E00073772,Bristol 001C,Bristol 001,Bristol
BS106QY,200,86,E00073772,Bristol 001C,Bristol 001,Bristol
BS106QZ,106.3,61.4,E00073772,Bristol 001C,Bristol 001,Bristol
BS106RA,200,65.6,E00073770,Bristol 001C,Bristol 001,Bristol
BS106RB,200,95.6,E00073772,Bristol 001C,Bristol 001,Bristol
BS106RE,200,92.2,E00073778,Bristol 001A,Bristol 001,Bristol
BS106RF,200,82.7,E00073778,Bristol 001A,Bristol 001,Bristol
BS106RG,200,90.1,E00073778,Bristol 001A,Bristol 001,Bristol
BS106RH,150,64.1,E00073778,Bristol 001A,Bristol 001,Bristol
BS106RJ,200,109.4,E00073778,Bristol 001A,Bristol 001,Bristol
BS106RL,200,53.3,E00073771,Bristol 001A,Bristol 001,Bristol
BS106RP,200,82.1,E00073746,Bristol 001C,Bristol 001,Bristol
BS106RQ,106.3,39.2,E00073778,Bristol 001A,Bristol 001,Bristol
BS106RR,106.3,54,E00073746,Bristol 001C,Bristol 001,Bristol
BS106RS,150,49,E00073746,Bristol 001C,Bristol 001,Bristol
BS106RT,200,63.6,E00073746,Bristol 001C,Bristol 001,Bristol
BS106RU,150,50,E00174315,Bristol 001C,Bristol 001,Bristol
BS106RW,200,74.7,E00073746,Bristol 001C,Bristol 001,Bristol
BS106RX,150,67.9,E00174259,Bristol 001C,Bristol 001,Bristol
BS106RY,106.3,50.6,E00073746,Bristol 001C,Bristol 001,Bristol
BS106SA,200,74.9,E00073752,Bristol 001A,Bristol 001,Bristol
BS106SB,200,76.9,E00073752,Bristol 001A,Bristol 001,Bristol
BS106SD,200,86.5,E00073777,Bristol 001A,Bristol 001,Bristol
BS106SE,70,33,E00073752,Bristol 001A,Bristol 001,Bristol
BS106SF,200,105.8,E00073777,Bristol 001A,Bristol 001,Bristol
BS106SG,200,86.6,E00073777,Bristol 001A,Bristol 001,Bristol
BS106SH,200,65.4,E00073777,Bristol 001A,Bristol 001,Bristol
BS106SJ,200,72.5,E00073771,Bristol 001A,Bristol 001,Bristol
BS106SL,200,78.3,E00073771,Bristol 001A,Bristol 001,Bristol
