PostalCode,Maximum download speed (Mbit/s),Average download speed (Mbit/s),oa11cd,Street,City,County
PL311JJ,80,37.3,E00095595,Cornwall 015B,Cornwall 015,Cornwall
PL311JL,80,39.4,E00095593,Cornwall 015B,Cornwall 015,Cornwall
PL311JN,80,30.9,E00095593,Cornwall 015B,Cornwall 015,Cornwall
PL311JQ,40,23.3,E00095594,Cornwall 015B,Cornwall 015,Cornwall
PL311JS,72.6,22.3,E00095591,Cornwall 015B,Cornwall 015,Cornwall
PL311JT,40,13.9,E00095592,Cornwall 015B,Cornwall 015,Cornwall
PL311JU,24,20.4,E00095594,Cornwall 015B,Cornwall 015,Cornwall
PL311JW,62.8,21.1,E00095592,Cornwall 015B,Cornwall 015,Cornwall
PL311JY,40,28.5,E00095597,Cornwall 015A,Cornwall 015,Cornwall
PL311LA,75.5,30.8,E00095597,Cornwall 015A,Cornwall 015,Cornwall
PL311LB,75.7,30.2,E00095597,Cornwall 015A,Cornwall 015,Cornwall
PL311LF,18.3,15.6,E00095598,Cornwall 015D,Cornwall 015,Cornwall
PL311LG,80,34.5,E00095599,Cornwall 015D,Cornwall 015,Cornwall
PL311LH,66.7,31.8,E00095597,Cornwall 015A,Cornwall 015,Cornwall
PL311LJ,30.5,19.3,E00095597,Cornwall 015A,Cornwall 015,Cornwall
PL311LN,80,42.9,E00095597,Cornwall 015A,Cornwall 015,Cornwall
PL311LP,55,18.6,E00095593,Cornwall 015B,Cornwall 015,Cornwall
PL311LW,80,37,E00095593,Cornwall 015B,Cornwall 015,Cornwall
PL311LX,78.5,30,E00095593,Cornwall 015B,Cornwall 015,Cornwall
PL311LY,80,30.8,E00095599,Cornwall 015D,Cornwall 015,Cornwall
PL311NA,75.1,22.4,E00095598,Cornwall 015D,Cornwall 015,Cornwall
PL311NB,54.8,23.1,E00095595,Cornwall 015B,Cornwall 015,Cornwall
PL311ND,80,33.8,E00095599,Cornwall 015D,Cornwall 015,Cornwall
PL311NE,44.6,16.3,E00095598,Cornwall 015D,Cornwall 015,Cornwall
PL311NF,80,37.3,E00095597,Cornwall 015A,Cornwall 015,Cornwall
PL311NG,76.6,27.7,E00095598,Cornwall 015D,Cornwall 015,Cornwall
PL311NH,80,43.7,E00095585,Cornwall 015E,Cornwall 015,Cornwall
PL311NJ,63.8,23.1,E00095600,Cornwall 015E,Cornwall 015,Cornwall
PL311NL,80,29.3,E00095600,Cornwall 015E,Cornwall 015,Cornwall
PL311NN,44.2,20.4,E00095585,Cornwall 015E,Cornwall 015,Cornwall
PL311NP,75.2,28.9,E00095597,Cornwall 015A,Cornwall 015,Cornwall
PL311NQ,66.3,40.2,E00095600,Cornwall 015E,Cornwall 015,Cornwall
PL311NR,78.1,31.6,E00095580,Cornwall 015D,Cornwall 015,Cornwall
PL311NS,80,28.9,E00095580,Cornwall 015D,Cornwall 015,Cornwall
PL311NT,80,25.1,E00095600,Cornwall 015E,Cornwall 015,Cornwall
PL311NU,12.9,11.5,E00095600,Cornwall 015E,Cornwall 015,Cornwall
PL311NW,73.9,22.6,E00095598,Cornwall 015D,Cornwall 015,Cornwall
PL311NX,71.8,41,E00095586,Cornwall 015E,Cornwall 015,Cornwall
PL311NY,62.3,24.7,E00095580,Cornwall 015D,Cornwall 015,Cornwall
PL311NZ,80,32.3,E00095599,Cornwall 015D,Cornwall 015,Cornwall
PL311PA,80,60,E00095597,Cornwall 015A,Cornwall 015,Cornwall
PL311PB,80,22.5,E00095582,Cornwall 015D,Cornwall 015,Cornwall
PL311PD,46.1,18.3,E00095582,Cornwall 015D,Cornwall 015,Cornwall
PL311PE,73.8,24.9,E00095581,Cornwall 015E,Cornwall 015,Cornwall
PL311PF,77.8,29.5,E00095585,Cornwall 015E,Cornwall 015,Cornwall
PL311PG,40,19.4,E00095583,Cornwall 015D,Cornwall 015,Cornwall
PL311PH,77.8,22,E00095582,Cornwall 015D,Cornwall 015,Cornwall
PL311PJ,53,21.2,E00095583,Cornwall 015D,Cornwall 015,Cornwall
PL311PL,61.6,14.6,E00095583,Cornwall 015D,Cornwall 015,Cornwall
PL311PN,74.7,26.6,E00095582,Cornwall 015D,Cornwall 015,Cornwall
PL311PP,49.7,39.3,E00095585,Cornwall 015E,Cornwall 015,Cornwall
PL311PQ,70.2,28.4,E00095583,Cornwall 015D,Cornwall 015,Cornwall
PL311PR,67.1,36.3,E00095585,Cornwall 015E,Cornwall 015,Cornwall
PL311PS,80,31.8,E00095581,Cornwall 015E,Cornwall 015,Cornwall
PL311PT,80,42.5,E00095586,Cornwall 015E,Cornwall 015,Cornwall
PL311PU,79.3,30.7,E00095586,Cornwall 015E,Cornwall 015,Cornwall
PL311PW,55,25.8,E00095581,Cornwall 015E,Cornwall 015,Cornwall
PL311PX,80,34.2,E00095585,Cornwall 015E,Cornwall 015,Cornwall
PL311PY,55,25.9,E00095581,Cornwall 015E,Cornwall 015,Cornwall
PL311QA,17.3,11.2,E00095596,Cornwall 015C,Cornwall 015,Cornwall
PL311QB,15.9,10.9,E00095596,Cornwall 015C,Cornwall 015,Cornwall
PL311QD,14.1,9.8,E00095596,Cornwall 015C,Cornwall 015,Cornwall
PL311QE,15.4,8.7,E00095579,Cornwall 015C,Cornwall 015,Cornwall
PL311QF,16.3,13.4,E00095579,Cornwall 015C,Cornwall 015,Cornwall
PL311QG,47.1,18.5,E00095586,Cornwall 015E,Cornwall 015,Cornwall
PL311QH,18.3,11.3,E00095596,Cornwall 015C,Cornwall 015,Cornwall
PL311QJ,17.6,12.5,E00095596,Cornwall 015C,Cornwall 015,Cornwall
PL311QL,16.4,12.7,E00095596,Cornwall 015C,Cornwall 015,Cornwall
PL311QN,80,38.5,E00095598,Cornwall 015D,Cornwall 015,Cornwall
PL311QP,41.1,14.1,E00095584,Cornwall 015C,Cornwall 015,Cornwall
PL311QQ,12.8,8.2,E00095596,Cornwall 015C,Cornwall 015,Cornwall
PL311QR,67.8,16.6,E00095584,Cornwall 015C,Cornwall 015,Cornwall
PL311QS,62.8,25.4,E00095585,Cornwall 015E,Cornwall 015,Cornwall
PL311QT,79.7,35.6,E00095600,Cornwall 015E,Cornwall 015,Cornwall
PL311QU,16.4,12.3,E00095584,Cornwall 015C,Cornwall 015,Cornwall
PL311QW,17.3,11.5,E00095584,Cornwall 015C,Cornwall 015,Cornwall
PL311QX,40,14.9,E00095598,Cornwall 015D,Cornwall 015,Cornwall
PL311QY,20.4,9.5,E00095596,Cornwall 015C,Cornwall 015,Cornwall
PL311RE,50.3,14.4,E00172831,Cornwall 014D,Cornwall 014,Cornwall
PL311RF,18.2,14.9,E00172831,Cornwall 014D,Cornwall 014,Cornwall
PL311RH,79.5,43.6,E00095597,Cornwall 015A,Cornwall 015,Cornwall
PL311RJ,34.2,17.1,E00095598,Cornwall 015D,Cornwall 015,Cornwall
PL312AF,64.4,31.8,E00095614,Cornwall 014C,Cornwall 014,Cornwall
PL312AH,23.4,17.1,E00095614,Cornwall 014C,Cornwall 014,Cornwall
PL312AL,35,20,E00095610,Cornwall 014C,Cornwall 014,Cornwall
PL312AN,40,28.5,E00095610,Cornwall 014C,Cornwall 014,Cornwall
PL312AQ,80,53.9,E00095620,Cornwall 014B,Cornwall 014,Cornwall
PL312AR,79.6,22.4,E00095607,Cornwall 014A,Cornwall 014,Cornwall
PL312AW,40,29.5,E00095610,Cornwall 014C,Cornwall 014,Cornwall
PL312AX,20.6,17.7,E00095609,Cornwall 014B,Cornwall 014,Cornwall
PL312AZ,20,9.4,E00095571,Cornwall 011B,Cornwall 011,Cornwall
PL312BB,33.6,21.5,E00095608,Cornwall 014C,Cornwall 014,Cornwall
PL312BD,46.8,23.7,E00095608,Cornwall 014C,Cornwall 014,Cornwall
PL312BE,44,25.4,E00095608,Cornwall 014C,Cornwall 014,Cornwall
PL312BG,80,32.8,E00095608,Cornwall 014C,Cornwall 014,Cornwall
PL312BH,55,37.6,E00095606,Cornwall 014A,Cornwall 014,Cornwall
PL312BJ,80,38.3,E00095607,Cornwall 014A,Cornwall 014,Cornwall
PL312BL,80,36.1,E00095607,Cornwall 014A,Cornwall 014,Cornwall
PL312BN,63,26,E00095607,Cornwall 014A,Cornwall 014,Cornwall
PL312BP,80,35.9,E00095611,Cornwall 014C,Cornwall 014,Cornwall
PL312BS,80,31,E00095611,Cornwall 014C,Cornwall 014,Cornwall
PL312BT,80,36.5,E00095601,Cornwall 014B,Cornwall 014,Cornwall
PL312BU,80,33.4,E00095608,Cornwall 014C,Cornwall 014,Cornwall
PL312BW,40,18.5,E00095607,Cornwall 014A,Cornwall 014,Cornwall
PL312BX,80,36.7,E00095611,Cornwall 014C,Cornwall 014,Cornwall
PL312BY,76.1,30.3,E00095610,Cornwall 014C,Cornwall 014,Cornwall
PL312BZ,21.4,17,E00095610,Cornwall 014C,Cornwall 014,Cornwall
PL312DB,80,39.6,E00095609,Cornwall 014B,Cornwall 014,Cornwall
PL312DD,42.3,25.5,E00095608,Cornwall 014C,Cornwall 014,Cornwall
PL312DG,80,40.3,E00095609,Cornwall 014B,Cornwall 014,Cornwall
PL312DH,78.7,39.7,E00095609,Cornwall 014B,Cornwall 014,Cornwall
PL312DJ,80,26.2,E00095609,Cornwall 014B,Cornwall 014,Cornwall
PL312DL,40,22.3,E00095609,Cornwall 014B,Cornwall 014,Cornwall
PL312DN,72,27.8,E00095609,Cornwall 014B,Cornwall 014,Cornwall
PL312DP,80,32.7,E00095609,Cornwall 014B,Cornwall 014,Cornwall
PL312DR,23.5,18.8,E00095601,Cornwall 014B,Cornwall 014,Cornwall
PL312DS,80,26,E00095601,Cornwall 014B,Cornwall 014,Cornwall
PL312DT,23.5,20.5,E00095601,Cornwall 014B,Cornwall 014,Cornwall
PL312DU,22.9,18.3,E00095601,Cornwall 014B,Cornwall 014,Cornwall
PL312DX,80,24.2,E00095601,Cornwall 014B,Cornwall 014,Cornwall
PL312DY,47.6,28.7,E00095606,Cornwall 014A,Cornwall 014,Cornwall
PL312EA,20.4,17.8,E00095601,Cornwall 014B,Cornwall 014,Cornwall
PL312EE,80,20.2,E00095606,Cornwall 014A,Cornwall 014,Cornwall
PL312EG,22.9,14.9,E00095606,Cornwall 014A,Cornwall 014,Cornwall
PL312EH,22,15.7,E00095606,Cornwall 014A,Cornwall 014,Cornwall
PL312EJ,40,21.2,E00095606,Cornwall 014A,Cornwall 014,Cornwall
PL312EL,68.2,20.6,E00095620,Cornwall 014B,Cornwall 014,Cornwall
PL312EP,80,35.7,E00095602,Cornwall 014A,Cornwall 014,Cornwall
PL312EQ,21.2,17.7,E00095606,Cornwall 014A,Cornwall 014,Cornwall
PL312ES,80,30.2,E00095620,Cornwall 014B,Cornwall 014,Cornwall
PL312ET,80,35.5,E00095619,Cornwall 014A,Cornwall 014,Cornwall
PL312EU,80,31.9,E00095619,Cornwall 014A,Cornwall 014,Cornwall
PL312EW,22,17.1,E00095601,Cornwall 014B,Cornwall 014,Cornwall
PL312EX,62,26.5,E00095605,Cornwall 014A,Cornwall 014,Cornwall
PL312EY,76,40.5,E00095606,Cornwall 014A,Cornwall 014,Cornwall
PL312EZ,80,40.2,E00095607,Cornwall 014A,Cornwall 014,Cornwall
PL312FB,72.4,32.1,E00095610,Cornwall 014C,Cornwall 014,Cornwall
PL312FD,23.9,17.4,E00095620,Cornwall 014B,Cornwall 014,Cornwall
PL312FE,23.6,19.6,E00095620,Cornwall 014B,Cornwall 014,Cornwall
PL312FF,80,39.6,E00095610,Cornwall 014C,Cornwall 014,Cornwall
PL312FG,80,44.3,E00095610,Cornwall 014C,Cornwall 014,Cornwall
PL312FH,79.1,35.6,E00095610,Cornwall 014C,Cornwall 014,Cornwall
PL312FP,70.2,9.7,E00095588,Cornwall 015A,Cornwall 015,Cornwall
PL312FS,5,3.8,E00095587,Cornwall 015C,Cornwall 015,Cornwall
PL312FT,5.1,3.8,E00095587,Cornwall 015C,Cornwall 015,Cornwall
PL312FW,6.2,3.9,E00095587,Cornwall 015C,Cornwall 015,Cornwall
PL312GD,72.5,33.2,E00095610,Cornwall 014C,Cornwall 014,Cornwall
PL312GE,73,25.6,E00095610,Cornwall 014C,Cornwall 014,Cornwall
PL312GG,66.8,38.5,E00095610,Cornwall 014C,Cornwall 014,Cornwall
PL312GH,55.6,29.4,E00095610,Cornwall 014C,Cornwall 014,Cornwall
PL312GJ,68.5,42.8,E00095610,Cornwall 014C,Cornwall 014,Cornwall
PL312GL,79.1,27.9,E00095610,Cornwall 014C,Cornwall 014,Cornwall
PL312GN,40,19.6,E00095610,Cornwall 014C,Cornwall 014,Cornwall
PL312GP,18.6,16.3,E00095610,Cornwall 014C,Cornwall 014,Cornwall
PL312GQ,3.8,3.4,E00095587,Cornwall 015C,Cornwall 015,Cornwall
PL312GZ,19.4,16.8,E00095594,Cornwall 015B,Cornwall 015,Cornwall
PL312HA,20.6,19.5,E00095601,Cornwall 014B,Cornwall 014,Cornwall
PL312HB,80,29.5,E00095602,Cornwall 014A,Cornwall 014,Cornwall
PL312HD,80,49.6,E00095611,Cornwall 014C,Cornwall 014,Cornwall
PL312HE,80,46.1,E00095611,Cornwall 014C,Cornwall 014,Cornwall
PL312HG,23.1,21.6,E00095609,Cornwall 014B,Cornwall 014,Cornwall
PL312HL,40,17.6,E00095609,Cornwall 014B,Cornwall 014,Cornwall
PL312HQ,80,35.8,E00095609,Cornwall 014B,Cornwall 014,Cornwall
PL312HR,40,20.2,E00095609,Cornwall 014B,Cornwall 014,Cornwall
PL312HT,80,26.9,E00095609,Cornwall 014B,Cornwall 014,Cornwall
PL312JA,80,23.8,E00095609,Cornwall 014B,Cornwall 014,Cornwall
PL312JB,73.2,23.2,E00095594,Cornwall 015B,Cornwall 015,Cornwall
PL312JF,64.8,42.1,E00095611,Cornwall 014C,Cornwall 014,Cornwall
PL312JG,78.5,40.6,E00095611,Cornwall 014C,Cornwall 014,Cornwall
PL312JH,80,46.3,E00095609,Cornwall 014B,Cornwall 014,Cornwall
PL312JL,80,39.7,E00095609,Cornwall 014B,Cornwall 014,Cornwall
PL312JQ,18.1,15.9,E00095601,Cornwall 014B,Cornwall 014,Cornwall
PL312JR,22.3,18.3,E00095594,Cornwall 015B,Cornwall 015,Cornwall
PL312JS,35,29.1,E00095594,Cornwall 015B,Cornwall 015,Cornwall
PL312JT,20.1,10.6,E00095610,Cornwall 014C,Cornwall 014,Cornwall
PL312JU,21.6,17,E00095592,Cornwall 015B,Cornwall 015,Cornwall
PL312JW,23.7,15.4,E00095601,Cornwall 014B,Cornwall 014,Cornwall
PL312JY,20.6,18.7,E00095592,Cornwall 015B,Cornwall 015,Cornwall
PL312LA,40,21,E00095591,Cornwall 015B,Cornwall 015,Cornwall
PL312LD,22.5,20.3,E00095609,Cornwall 014B,Cornwall 014,Cornwall
PL312LE,22.7,17.6,E00095606,Cornwall 014A,Cornwall 014,Cornwall
PL312LF,20.1,15.4,E00095592,Cornwall 015B,Cornwall 015,Cornwall
PL312LH,20,12.6,E00095594,Cornwall 015B,Cornwall 015,Cornwall
PL312LT,19.9,14.1,E00095591,Cornwall 015B,Cornwall 015,Cornwall
PL312LU,73.2,23.8,E00095591,Cornwall 015B,Cornwall 015,Cornwall
PL312LW,23.6,20.6,E00095601,Cornwall 014B,Cornwall 014,Cornwall
PL312LX,24,19.8,E00095594,Cornwall 015B,Cornwall 015,Cornwall
PL312LY,65.3,23.3,E00095591,Cornwall 015B,Cornwall 015,Cornwall
PL312LZ,74.5,27.8,E00095591,Cornwall 015B,Cornwall 015,Cornwall
PL312NA,80,36.2,E00095591,Cornwall 015B,Cornwall 015,Cornwall
PL312NB,80,32.4,E00095589,Cornwall 015B,Cornwall 015,Cornwall
PL312ND,55,25.4,E00095589,Cornwall 015B,Cornwall 015,Cornwall
PL312NE,80,34.7,E00095589,Cornwall 015B,Cornwall 015,Cornwall
PL312NG,73.9,30,E00095577,Cornwall 015A,Cornwall 015,Cornwall
PL312NH,71,29.1,E00095589,Cornwall 015B,Cornwall 015,Cornwall
PL312NN,8.9,6.8,E00095605,Cornwall 014A,Cornwall 014,Cornwall
PL312NP,9.8,7.9,E00095605,Cornwall 014A,Cornwall 014,Cornwall
PL312NQ,80,31.1,E00095588,Cornwall 015A,Cornwall 015,Cornwall
PL312NR,15.6,10.4,E00095605,Cornwall 014A,Cornwall 014,Cornwall
PL312NS,22.4,14.6,E00095602,Cornwall 014A,Cornwall 014,Cornwall
PL312NT,46.5,25,E00095606,Cornwall 014A,Cornwall 014,Cornwall
PL312NU,80,19.5,E00095602,Cornwall 014A,Cornwall 014,Cornwall
PL312NW,10,7.4,E00095605,Cornwall 014A,Cornwall 014,Cornwall
PL312NY,17.6,13.8,E00095605,Cornwall 014A,Cornwall 014,Cornwall
PL312NZ,80,42.9,E00095608,Cornwall 014C,Cornwall 014,Cornwall
PL312PA,14,10.9,E00095588,Cornwall 015A,Cornwall 015,Cornwall
PL312PE,55,17.8,E00095588,Cornwall 015A,Cornwall 015,Cornwall
PL312PF,10.3,7.4,E00095573,Cornwall 011B,Cornwall 011,Cornwall
PL312PH,76.5,29.7,E00095590,Cornwall 015A,Cornwall 015,Cornwall
PL312PJ,54.9,27.4,E00095590,Cornwall 015A,Cornwall 015,Cornwall
PL312PL,41,38.9,E00095590,Cornwall 015A,Cornwall 015,Cornwall
PL312PN,80,31.5,E00095577,Cornwall 015A,Cornwall 015,Cornwall
PL312PP,74.3,32.5,E00095578,Cornwall 015A,Cornwall 015,Cornwall
PL312PQ,55.2,22.7,E00095579,Cornwall 015C,Cornwall 015,Cornwall
PL312PR,80,37.2,E00095578,Cornwall 015A,Cornwall 015,Cornwall
PL312PS,55,23.4,E00095578,Cornwall 015A,Cornwall 015,Cornwall
PL312PT,80,25.8,E00095578,Cornwall 015A,Cornwall 015,Cornwall
PL312PU,57.2,31,E00095579,Cornwall 015C,Cornwall 015,Cornwall
PL312PW,76.6,35.1,E00095577,Cornwall 015A,Cornwall 015,Cornwall
PL312PX,54.9,16.7,E00095579,Cornwall 015C,Cornwall 015,Cornwall
PL312PY,19.6,13.2,E00095588,Cornwall 015A,Cornwall 015,Cornwall
PL312QA,22.6,13,E00095594,Cornwall 015B,Cornwall 015,Cornwall
PL312QB,80,44.8,E00095607,Cornwall 014A,Cornwall 014,Cornwall
PL312QD,79.9,32.3,E00095579,Cornwall 015C,Cornwall 015,Cornwall
PL312QE,71.7,27.4,E00095579,Cornwall 015C,Cornwall 015,Cornwall
PL312QH,32.7,13,E00095579,Cornwall 015C,Cornwall 015,Cornwall
PL312QJ,55,16.7,E00095579,Cornwall 015C,Cornwall 015,Cornwall
PL312QN,52.8,30.6,E00095579,Cornwall 015C,Cornwall 015,Cornwall
PL312QP,80,37.9,E00095607,Cornwall 014A,Cornwall 014,Cornwall
PL312QR,19.3,16.6,E00095605,Cornwall 014A,Cornwall 014,Cornwall
PL312QS,20.7,16.8,E00095605,Cornwall 014A,Cornwall 014,Cornwall
PL312QW,20.6,17.3,E00095602,Cornwall 014A,Cornwall 014,Cornwall
PL312QZ,55,16.1,E00095579,Cornwall 015C,Cornwall 015,Cornwall
PL312RA,75.5,15.1,E00095587,Cornwall 015C,Cornwall 015,Cornwall
PL312RD,15,7.9,E00095587,Cornwall 015C,Cornwall 015,Cornwall
PL312RF,13.1,7.9,E00095588,Cornwall 015A,Cornwall 015,Cornwall
PL312RJ,49,35,E00095607,Cornwall 014A,Cornwall 014,Cornwall
PL312RP,14.5,10.1,E00095579,Cornwall 015C,Cornwall 015,Cornwall
PL312RQ,80,30.7,E00095607,Cornwall 014A,Cornwall 014,Cornwall
PL312RS,10.2,5.8,E00095588,Cornwall 015A,Cornwall 015,Cornwall
PL312RU,78.2,29.4,E00095589,Cornwall 015B,Cornwall 015,Cornwall
PL312RZ,61,21,E00095578,Cornwall 015A,Cornwall 015,Cornwall
PL312SB,5.8,3.8,E00095587,Cornwall 015C,Cornwall 015,Cornwall
PL329AA,40,34.1,E00095643,Cornwall 004E,Cornwall 004,Cornwall
PL329AD,80,36,E00095642,Cornwall 004E,Cornwall 004,Cornwall
PL329AE,69.8,37.8,E00172788,Cornwall 004E,Cornwall 004,Cornwall
PL329AN,80,32.8,E00095642,Cornwall 004E,Cornwall 004,Cornwall
PL329LA,78.7,53.3,E00095644,Cornwall 004D,Cornwall 004,Cornwall
PL329NA,77.1,33.3,E00095638,Cornwall 004D,Cornwall 004,Cornwall
PL329NB,66.7,24.2,E00172779,Cornwall 004D,Cornwall 004,Cornwall
PL329NH,44,30.9,E00172779,Cornwall 004D,Cornwall 004,Cornwall
PL329NJ,59.7,35,E00172779,Cornwall 004D,Cornwall 004,Cornwall
PL329PB,80,49.7,E00095640,Cornwall 004D,Cornwall 004,Cornwall
PL329PD,80,42.3,E00095640,Cornwall 004D,Cornwall 004,Cornwall
PL329PE,72.2,41.5,E00095640,Cornwall 004D,Cornwall 004,Cornwall
PL329PG,80,42.7,E00095643,Cornwall 004E,Cornwall 004,Cornwall
PL329PH,80,35.1,E00095641,Cornwall 004E,Cornwall 004,Cornwall
PL329PJ,80,22.9,E00095643,Cornwall 004E,Cornwall 004,Cornwall
PL329PP,80,50.6,E00095642,Cornwall 004E,Cornwall 004,Cornwall
PL329PQ,80,40.4,E00095643,Cornwall 004E,Cornwall 004,Cornwall
PL329PS,48.9,27.3,E00095638,Cornwall 004D,Cornwall 004,Cornwall
PL329PT,38.4,22.3,E00172779,Cornwall 004D,Cornwall 004,Cornwall
PL329PU,80,24.1,E00095638,Cornwall 004D,Cornwall 004,Cornwall
PL329PW,78,40.6,E00095642,Cornwall 004E,Cornwall 004,Cornwall
PL329PX,67.6,32.6,E00095638,Cornwall 004D,Cornwall 004,Cornwall
PL329QB,79.7,61,E00172788,Cornwall 004E,Cornwall 004,Cornwall
PL329QD,80,62.1,E00172788,Cornwall 004E,Cornwall 004,Cornwall
PL329QF,61.6,17.8,E00095792,Cornwall 004C,Cornwall 004,Cornwall
PL329QH,21.4,8.5,E00095792,Cornwall 004C,Cornwall 004,Cornwall
PL329QL,40,7.1,E00095792,Cornwall 004C,Cornwall 004,Cornwall
PL329QR,4,2.5,E00095792,Cornwall 004C,Cornwall 004,Cornwall
PL329QT,80,47.6,E00095642,Cornwall 004E,Cornwall 004,Cornwall
PL329QU,80,47.8,E00095642,Cornwall 004E,Cornwall 004,Cornwall
PL329QW,52.7,8,E00095792,Cornwall 004C,Cornwall 004,Cornwall
PL329QX,40,23.3,E00095641,Cornwall 004E,Cornwall 004,Cornwall
PL329QY,80,59,E00172788,Cornwall 004E,Cornwall 004,Cornwall
PL329QZ,72.7,36.9,E00095642,Cornwall 004E,Cornwall 004,Cornwall
PL329RA,80,48.2,E00095642,Cornwall 004E,Cornwall 004,Cornwall
PL329RD,54.2,30.4,E00095642,Cornwall 004E,Cornwall 004,Cornwall
PL329RF,48.2,23.6,E00172785,Cornwall 004D,Cornwall 004,Cornwall
PL329RL,66.9,22.5,E00095644,Cornwall 004D,Cornwall 004,Cornwall
PL329RN,18.2,11,E00095644,Cornwall 004D,Cornwall 004,Cornwall
PL329RP,48.1,29.9,E00095644,Cornwall 004D,Cornwall 004,Cornwall
PL329RR,79.9,69.2,E00172785,Cornwall 004D,Cornwall 004,Cornwall
PL329RT,80,44.4,E00172785,Cornwall 004D,Cornwall 004,Cornwall
PL329RU,80,34.7,E00095644,Cornwall 004D,Cornwall 004,Cornwall
PL329RY,69.1,41.5,E00095644,Cornwall 004D,Cornwall 004,Cornwall
PL329RZ,77.1,21.1,E00095792,Cornwall 004C,Cornwall 004,Cornwall
PL329SA,74.6,52.7,E00095642,Cornwall 004E,Cornwall 004,Cornwall
PL329SD,40,23.7,E00095643,Cornwall 004E,Cornwall 004,Cornwall
PL329SG,4.9,4.4,E00095794,Cornwall 004C,Cornwall 004,Cornwall
PL329SH,8.7,6,E00095793,Cornwall 004C,Cornwall 004,Cornwall
PL329SJ,16.3,11.4,E00095797,Cornwall 004C,Cornwall 004,Cornwall
PL329SL,24.1,15.6,E00095797,Cornwall 004C,Cornwall 004,Cornwall
PL329SN,23.7,22.8,E00095797,Cornwall 004C,Cornwall 004,Cornwall
PL329SR,10.5,5,E00095797,Cornwall 004C,Cornwall 004,Cornwall
PL329ST,8,4.7,E00095808,Cornwall 003D,Cornwall 003,Cornwall
PL329SU,12.5,6.2,E00095808,Cornwall 003D,Cornwall 003,Cornwall
PL329SW,24.4,17.7,E00095797,Cornwall 004C,Cornwall 004,Cornwall
PL329SY,4.8,2.9,E00095806,Cornwall 003D,Cornwall 003,Cornwall
PL329SZ,12.6,10.2,E00095797,Cornwall 004C,Cornwall 004,Cornwall
PL329TA,9.8,6.9,E00095797,Cornwall 004C,Cornwall 004,Cornwall
PL329TB,24,14.6,E00095638,Cornwall 004D,Cornwall 004,Cornwall
PL329TD,77.8,43.2,E00095640,Cornwall 004D,Cornwall 004,Cornwall
PL329TE,79.9,44.5,E00095642,Cornwall 004E,Cornwall 004,Cornwall
PL329TF,8.2,5.8,E00095808,Cornwall 003D,Cornwall 003,Cornwall
PL329TG,40,24.8,E00095643,Cornwall 004E,Cornwall 004,Cornwall
PL329TH,80,34.7,E00095638,Cornwall 004D,Cornwall 004,Cornwall
PL329TL,80,50.7,E00095640,Cornwall 004D,Cornwall 004,Cornwall
PL329TN,80,54.9,E00095638,Cornwall 004D,Cornwall 004,Cornwall
PL329TP,80,34.8,E00172779,Cornwall 004D,Cornwall 004,Cornwall
PL329TR,39,26.8,E00172785,Cornwall 004D,Cornwall 004,Cornwall
PL329TT,43.5,10.1,E00095803,Cornwall 003D,Cornwall 003,Cornwall
PL329TU,10,6.9,E00095803,Cornwall 003D,Cornwall 003,Cornwall
PL329TX,24.8,10.9,E00172785,Cornwall 004D,Cornwall 004,Cornwall
PL329TY,6.1,5.4,E00095803,Cornwall 003D,Cornwall 003,Cornwall
PL329TZ,40,11.1,E00095803,Cornwall 003D,Cornwall 003,Cornwall
PL329UA,6.6,4.6,E00095803,Cornwall 003D,Cornwall 003,Cornwall
PL329UB,4.1,1.9,E00095803,Cornwall 003D,Cornwall 003,Cornwall
PL329UD,66.7,34.1,E00095640,Cornwall 004D,Cornwall 004,Cornwall
PL329UF,67.2,31.2,E00095640,Cornwall 004D,Cornwall 004,Cornwall
PL329UG,40.5,22.5,E00095640,Cornwall 004D,Cornwall 004,Cornwall
PL329UH,55,36.8,E00095640,Cornwall 004D,Cornwall 004,Cornwall
PL329UN,80,47,E00095641,Cornwall 004E,Cornwall 004,Cornwall
PL329UQ,58.4,32.3,E00095640,Cornwall 004D,Cornwall 004,Cornwall
PL329UR,39.1,24.8,E00172785,Cornwall 004D,Cornwall 004,Cornwall
PL329US,80,38.9,E00172788,Cornwall 004E,Cornwall 004,Cornwall
PL329UT,18.2,12.8,E00172785,Cornwall 004D,Cornwall 004,Cornwall
PL329UW,80,42.7,E00095641,Cornwall 004E,Cornwall 004,Cornwall
PL329UX,40,22.7,E00172785,Cornwall 004D,Cornwall 004,Cornwall
PL329UY,80,44.5,E00095642,Cornwall 004E,Cornwall 004,Cornwall
PL329WH,22.9,22.9,E00095797,Cornwall 004C,Cornwall 004,Cornwall
PL329XA,80,44.7,E00095638,Cornwall 004D,Cornwall 004,Cornwall
PL329XB,67.8,33.3,E00095638,Cornwall 004D,Cornwall 004,Cornwall
PL329XF,55,15.8,E00095794,Cornwall 004C,Cornwall 004,Cornwall
PL329XG,23,13,E00095794,Cornwall 004C,Cornwall 004,Cornwall
PL329XH,5.4,3.7,E00172779,Cornwall 004D,Cornwall 004,Cornwall
PL329XL,73.3,34.6,E00172779,Cornwall 004D,Cornwall 004,Cornwall
PL329XR,5.7,5.7,E00095794,Cornwall 004C,Cornwall 004,Cornwall
