PostalCode,SFBB availability (% premises),UFBB availability (% premises),FTTP availability (% premises),oa11cd,Street,City,County
BS105AA,0,100,0,E00073907,Bristol 004C,Bristol 004,Bristol
BS105AB,0,100,0,E00073913,Bristol 004D,Bristol 004,Bristol
BS105AD,0,100,0,E00073913,Bristol 004D,Bristol 004,Bristol
BS105AE,0,100,0,E00073908,Bristol 004D,Bristol 004,Bristol
BS105AF,0,100,0,E00073899,Bristol 004B,Bristol 004,Bristol
BS105AG,0,100,0,E00073909,Bristol 004D,Bristol 004,Bristol
BS105AH,0,100,0,E00073899,Bristol 004B,Bristol 004,Bristol
BS105AJ,0,100,0,E00073899,Bristol 004B,Bristol 004,Bristol
BS105AL,0,100,0,E00073899,Bristol 004B,Bristol 004,Bristol
BS105AN,0,100,0,E00073912,Bristol 010B,Bristol 010,Bristol
BS105AP,0,100,0,E00073909,Bristol 004D,Bristol 004,Bristol
BS105AQ,0,100,0,E00073899,Bristol 004B,Bristol 004,Bristol
BS105AR,0,100,0,E00073910,Bristol 004D,Bristol 004,Bristol
BS105AS,0,100,0,E00073913,Bristol 004D,Bristol 004,Bristol
BS105AT,0,100,0,E00073910,Bristol 004D,Bristol 004,Bristol
BS105AU,0,100,0,E00073910,Bristol 004D,Bristol 004,Bristol
BS105AW,0,100,0,E00073909,Bristol 004D,Bristol 004,Bristol
BS105AX,0,100,0,E00073910,Bristol 004D,Bristol 004,Bristol
BS105AY,0,100,0,E00073909,Bristol 004D,Bristol 004,Bristol
BS105AZ,0,100,0,E00073909,Bristol 004D,Bristol 004,Bristol
BS105BA,0,100,0,E00073898,Bristol 004C,Bristol 004,Bristol
BS105BB,0,100,0,E00073898,Bristol 004C,Bristol 004,Bristol
BS105BD,0,100,0,E00073898,Bristol 004C,Bristol 004,Bristol
BS105BE,0,100,0,E00073916,Bristol 004D,Bristol 004,Bristol
BS105BG,100,0,0,E00073916,Bristol 004D,Bristol 004,Bristol
BS105BH,0,100,0,E00073907,Bristol 004C,Bristol 004,Bristol
BS105BJ,0,100,0,E00073900,Bristol 004C,Bristol 004,Bristol
BS105BL,0,100,0,E00073907,Bristol 004C,Bristol 004,Bristol
BS105BN,0,100,0,E00073907,Bristol 004C,Bristol 004,Bristol
BS105BP,0,100,0,E00073907,Bristol 004C,Bristol 004,Bristol
BS105BS,0,100,0,E00073898,Bristol 004C,Bristol 004,Bristol
BS105BT,0,100,0,E00073900,Bristol 004C,Bristol 004,Bristol
BS105BU,0,100,0,E00073898,Bristol 004C,Bristol 004,Bristol
BS105BW,0,100,0,E00073907,Bristol 004C,Bristol 004,Bristol
BS105BX,0,100,0,E00073908,Bristol 004D,Bristol 004,Bristol
BS105BY,0,100,0,E00073908,Bristol 004D,Bristol 004,Bristol
BS105BZ,0,100,0,E00073898,Bristol 004C,Bristol 004,Bristol
BS105DA,0,100,0,E00073908,Bristol 004D,Bristol 004,Bristol
BS105DB,0,100,0,E00073908,Bristol 004D,Bristol 004,Bristol
BS105DD,0,100,0,E00073908,Bristol 004D,Bristol 004,Bristol
BS105DF,100,0,0,E00073898,Bristol 004C,Bristol 004,Bristol
BS105DJ,0,100,0,E00073900,Bristol 004C,Bristol 004,Bristol
BS105DL,7.7,92.3,0,E00074351,Bristol 006C,Bristol 006,Bristol
BS105DR,0,100,0,E00073906,Bristol 004C,Bristol 004,Bristol
BS105DS,0,100,0,E00073906,Bristol 004C,Bristol 004,Bristol
BS105DT,0,100,0,E00074341,Bristol 006C,Bristol 006,Bristol
BS105DU,0,100,0,E00074341,Bristol 006C,Bristol 006,Bristol
BS105DW,6.7,93.3,0,E00074351,Bristol 006C,Bristol 006,Bristol
BS105DX,0,100,0,E00074341,Bristol 006C,Bristol 006,Bristol
BS105DY,0,100,0,E00074341,Bristol 006C,Bristol 006,Bristol
BS105DZ,0,100,0,E00074341,Bristol 006C,Bristol 006,Bristol
BS105EA,0,100,0,E00073906,Bristol 004C,Bristol 004,Bristol
BS105ED,0,100,0,E00073906,Bristol 004C,Bristol 004,Bristol
BS105EE,0,100,0,E00074341,Bristol 006C,Bristol 006,Bristol
BS105EF,0,100,0,E00074341,Bristol 006C,Bristol 006,Bristol
BS105EG,0,100,0,E00074341,Bristol 006C,Bristol 006,Bristol
BS105EH,0,100,0,E00074222,Bristol 002A,Bristol 002,Bristol
BS105EJ,0,100,0,E00074222,Bristol 002A,Bristol 002,Bristol
BS105EL,0,100,0,E00074220,Bristol 002A,Bristol 002,Bristol
BS105EN,0,100,0,E00073926,Bristol 004C,Bristol 004,Bristol
BS105EP,0,100,0,E00073900,Bristol 004C,Bristol 004,Bristol
BS105EQ,0,100,0,E00074341,Bristol 006C,Bristol 006,Bristol
BS105ES,0,100,0,E00073900,Bristol 004C,Bristol 004,Bristol
BS105ET,0,100,0,E00073900,Bristol 004C,Bristol 004,Bristol
BS105EU,0,100,0,E00073906,Bristol 004C,Bristol 004,Bristol
BS105EX,0,100,0,E00073906,Bristol 004C,Bristol 004,Bristol
BS105EY,0,100,0,E00073926,Bristol 004C,Bristol 004,Bristol
BS105FD,100,0,0,E00074204,Bristol 002E,Bristol 002,Bristol
BS105FE,100,0,0,E00074221,Bristol 002A,Bristol 002,Bristol
BS105FG,100,0,0,E00073910,Bristol 004D,Bristol 004,Bristol
BS105FH,100,0,0,E00073913,Bristol 004D,Bristol 004,Bristol
BS105FJ,100,0,0,E00074220,Bristol 002A,Bristol 002,Bristol
BS105FL,0,100,0,E00074222,Bristol 002A,Bristol 002,Bristol
BS105FP,100,0,0,E00073926,Bristol 004C,Bristol 004,Bristol
BS105HB,100,0,0,E00073913,Bristol 004D,Bristol 004,Bristol
BS105HD,100,0,0,E00074211,Bristol 002B,Bristol 002,Bristol
BS105HE,100,0,0,E00074351,Bristol 006C,Bristol 006,Bristol
BS105HG,0,100,0,E00074351,Bristol 006C,Bristol 006,Bristol
BS105HH,0,100,0,E00074340,Bristol 006C,Bristol 006,Bristol
BS105HJ,0,100,0,E00074344,Bristol 006C,Bristol 006,Bristol
BS105HL,0,100,0,E00074344,Bristol 006C,Bristol 006,Bristol
BS105HN,0,100,0,E00074344,Bristol 006C,Bristol 006,Bristol
BS105HQ,0,100,0,E00074351,Bristol 006C,Bristol 006,Bristol
BS105HU,100,0,0,E00074209,Bristol 002E,Bristol 002,Bristol
BS105HW,100,0,0,E00074344,Bristol 006C,Bristol 006,Bristol
BS105HY,0,100,0,E00074344,Bristol 006C,Bristol 006,Bristol
BS105HZ,0,100,0,E00074340,Bristol 006C,Bristol 006,Bristol
BS105JA,0,100,0,E00074344,Bristol 006C,Bristol 006,Bristol
BS105JB,0,100,0,E00074340,Bristol 006C,Bristol 006,Bristol
BS105JD,0,100,0,E00074340,Bristol 006C,Bristol 006,Bristol
BS105JE,0,100,0,E00074340,Bristol 006C,Bristol 006,Bristol
BS105JF,0,100,0,E00074340,Bristol 006C,Bristol 006,Bristol
BS105JG,0,100,0,E00074340,Bristol 006C,Bristol 006,Bristol
BS105JH,0,100,0,E00074220,Bristol 002A,Bristol 002,Bristol
BS105JJ,0,100,0,E00074221,Bristol 002A,Bristol 002,Bristol
BS105JL,0,100,0,E00074221,Bristol 002A,Bristol 002,Bristol
BS105JN,0,100,0,E00074215,Bristol 002A,Bristol 002,Bristol
BS105JP,0,100,0,E00074215,Bristol 002A,Bristol 002,Bristol
BS105JQ,0,100,0,E00074222,Bristol 002A,Bristol 002,Bristol
BS105JR,0,100,0,E00074209,Bristol 002E,Bristol 002,Bristol
BS105JS,0,100,0,E00074219,Bristol 002A,Bristol 002,Bristol
BS105JT,0,100,0,E00074219,Bristol 002A,Bristol 002,Bristol
BS105JU,0,100,0,E00074219,Bristol 002A,Bristol 002,Bristol
BS105JW,0,100,0,E00074215,Bristol 002A,Bristol 002,Bristol
BS105JX,0,100,0,E00074219,Bristol 002A,Bristol 002,Bristol
BS105JY,0,100,0,E00074221,Bristol 002A,Bristol 002,Bristol
BS105JZ,0,100,0,E00074221,Bristol 002A,Bristol 002,Bristol
BS105LG,0,100,0,E00074214,Bristol 002E,Bristol 002,Bristol
BS105LH,0,100,0,E00073926,Bristol 004C,Bristol 004,Bristol
BS105LJ,0,100,0,E00073926,Bristol 004C,Bristol 004,Bristol
BS105LL,0,100,0,E00073926,Bristol 004C,Bristol 004,Bristol
BS105LN,0,100,0,E00073926,Bristol 004C,Bristol 004,Bristol
BS105LP,0,100,0,E00073926,Bristol 004C,Bristol 004,Bristol
BS105LQ,100,0,0,E00074214,Bristol 002E,Bristol 002,Bristol
BS105LR,100,0,0,E00073926,Bristol 004C,Bristol 004,Bristol
BS105LS,0,100,0,E00074221,Bristol 002A,Bristol 002,Bristol
BS105LT,0,100,0,E00074219,Bristol 002A,Bristol 002,Bristol
BS105LU,0,100,0,E00074219,Bristol 002A,Bristol 002,Bristol
BS105LW,0,100,0,E00074220,Bristol 002A,Bristol 002,Bristol
BS105LX,0,100,0,E00073921,Bristol 004A,Bristol 004,Bristol
BS105LY,100,0,0,E00073921,Bristol 004A,Bristol 004,Bristol
BS105LZ,0,100,0,E00074214,Bristol 002E,Bristol 002,Bristol
BS105NA,0,100,0,E00074214,Bristol 002E,Bristol 002,Bristol
BS105NB,0,100,0,E00073899,Bristol 004B,Bristol 004,Bristol
BS105NE,100,0,0,E00073921,Bristol 004A,Bristol 004,Bristol
BS105NF,0,100,0,E00073895,Bristol 004A,Bristol 004,Bristol
BS105NG,0,100,0,E00074214,Bristol 002E,Bristol 002,Bristol
BS105NH,0,100,0,E00073895,Bristol 004A,Bristol 004,Bristol
BS105NJ,0,100,0,E00073895,Bristol 004A,Bristol 004,Bristol
BS105NL,0,100,0,E00074207,Bristol 002E,Bristol 002,Bristol
BS105NQ,0,100,0,E00074214,Bristol 002E,Bristol 002,Bristol
BS105NZ,100,0,0,E00074218,Bristol 002B,Bristol 002,Bristol
BS105PA,0,100,0,E00074193,Bristol 002B,Bristol 002,Bristol
BS105PB,0,100,0,E00074193,Bristol 002B,Bristol 002,Bristol
BS105PD,0,100,0,E00074215,Bristol 002A,Bristol 002,Bristol
BS105PE,0,100,0,E00074215,Bristol 002A,Bristol 002,Bristol
BS105PF,0,100,0,E00074215,Bristol 002A,Bristol 002,Bristol
BS105PG,0,100,0,E00074220,Bristol 002A,Bristol 002,Bristol
BS105PH,0,100,0,E00074220,Bristol 002A,Bristol 002,Bristol
BS105PJ,0,100,0,E00074221,Bristol 002A,Bristol 002,Bristol
BS105PL,0,100,0,E00074220,Bristol 002A,Bristol 002,Bristol
BS105PN,0,100,0,E00074220,Bristol 002A,Bristol 002,Bristol
BS105PP,0,100,0,E00074340,Bristol 006C,Bristol 006,Bristol
BS105PQ,0,100,0,E00074220,Bristol 002A,Bristol 002,Bristol
BS105PR,0,100,0,E00074217,Bristol 002D,Bristol 002,Bristol
BS105PU,0,100,0,E00074217,Bristol 002D,Bristol 002,Bristol
BS105PW,8.3,91.7,0,E00074220,Bristol 002A,Bristol 002,Bristol
BS105PX,0,100,0,E00074217,Bristol 002D,Bristol 002,Bristol
BS105PY,0,100,0,E00074216,Bristol 002D,Bristol 002,Bristol
BS105PZ,0,100,0,E00074216,Bristol 002D,Bristol 002,Bristol
BS105QA,0,100,0,E00074222,Bristol 002A,Bristol 002,Bristol
BS105QB,0,100,0,E00074222,Bristol 002A,Bristol 002,Bristol
BS105QD,100,0,0,E00074222,Bristol 002A,Bristol 002,Bristol
BS105QH,0,100,0,E00074193,Bristol 002B,Bristol 002,Bristol
BS105QJ,0,100,0,E00074193,Bristol 002B,Bristol 002,Bristol
BS105QL,0,100,0,E00074193,Bristol 002B,Bristol 002,Bristol
BS105QN,0,100,0,E00074217,Bristol 002D,Bristol 002,Bristol
BS105QP,0,100,0,E00074217,Bristol 002D,Bristol 002,Bristol
BS105QR,0,100,0,E00074193,Bristol 002B,Bristol 002,Bristol
BS105QS,0,100,0,E00074211,Bristol 002B,Bristol 002,Bristol
BS105QT,0,100,0,E00074209,Bristol 002E,Bristol 002,Bristol
BS105QU,0,100,0,E00074209,Bristol 002E,Bristol 002,Bristol
BS105QW,0,100,0,E00074217,Bristol 002D,Bristol 002,Bristol
BS105QX,0,100,0,E00074215,Bristol 002A,Bristol 002,Bristol
BS105QY,0,100,0,E00074210,Bristol 002B,Bristol 002,Bristol
BS105QZ,0,100,0,E00074210,Bristol 002B,Bristol 002,Bristol
BS105RA,0,100,0,E00074210,Bristol 002B,Bristol 002,Bristol
BS105RB,0,100,0,E00074210,Bristol 002B,Bristol 002,Bristol
BS105RD,0,100,0,E00074211,Bristol 002B,Bristol 002,Bristol
BS105RE,0,100,0,E00074211,Bristol 002B,Bristol 002,Bristol
BS105RF,0,100,0,E00074211,Bristol 002B,Bristol 002,Bristol
BS105RG,0,100,0,E00074211,Bristol 002B,Bristol 002,Bristol
BS105RH,0,100,0,E00074211,Bristol 002B,Bristol 002,Bristol
BS105RJ,0,100,0,E00074206,Bristol 002C,Bristol 002,Bristol
BS105RL,0,100,0,E00074210,Bristol 002B,Bristol 002,Bristol
BS105RN,0,100,0,E00074206,Bristol 002C,Bristol 002,Bristol
BS105RP,100,0,0,E00074206,Bristol 002C,Bristol 002,Bristol
BS105RQ,0,100,0,E00074211,Bristol 002B,Bristol 002,Bristol
BS105RR,100,0,0,E00074206,Bristol 002C,Bristol 002,Bristol
BS105RW,0,100,0,E00074206,Bristol 002C,Bristol 002,Bristol
BS105SA,0,100,0,E00074214,Bristol 002E,Bristol 002,Bristol
BS105SB,0,100,0,E00074214,Bristol 002E,Bristol 002,Bristol
BS105SD,0,100,0,E00074214,Bristol 002E,Bristol 002,Bristol
BS105SE,0,100,0,E00074214,Bristol 002E,Bristol 002,Bristol
BS105SF,0,100,0,E00074207,Bristol 002E,Bristol 002,Bristol
BS105SG,0,100,0,E00074207,Bristol 002E,Bristol 002,Bristol
BS105SH,0,100,0,E00074209,Bristol 002E,Bristol 002,Bristol
BS105SJ,0,100,0,E00074207,Bristol 002E,Bristol 002,Bristol
BS105SL,0,100,0,E00074207,Bristol 002E,Bristol 002,Bristol
BS105SN,0,100,0,E00074204,Bristol 002E,Bristol 002,Bristol
BS105SP,23.3,76.7,0,E00074204,Bristol 002E,Bristol 002,Bristol
BS105SQ,0,100,0,E00074214,Bristol 002E,Bristol 002,Bristol
BS105SR,5.9,94.1,0,E00074204,Bristol 002E,Bristol 002,Bristol
BS105SS,0,100,0,E00074209,Bristol 002E,Bristol 002,Bristol
BS105ST,0,100,0,E00074209,Bristol 002E,Bristol 002,Bristol
BS105SU,0,100,0,E00074209,Bristol 002E,Bristol 002,Bristol
BS105SW,0,100,0,E00074204,Bristol 002E,Bristol 002,Bristol
BS105SX,0,100,0,E00074204,Bristol 002E,Bristol 002,Bristol
BS105SY,0,100,0,E00074209,Bristol 002E,Bristol 002,Bristol
BS105SZ,0,100,0,E00074206,Bristol 002C,Bristol 002,Bristol
BS106AA,100,0,0,E00073774,Bristol 001C,Bristol 001,Bristol
BS106AB,0,100,0,E00074194,Bristol 002D,Bristol 002,Bristol
BS106AF,0,100,0,E00074216,Bristol 002D,Bristol 002,Bristol
BS106AG,0,100,0,E00074213,Bristol 002D,Bristol 002,Bristol
BS106AH,0,100,0,E00074216,Bristol 002D,Bristol 002,Bristol
BS106AJ,0,100,0,E00074218,Bristol 002B,Bristol 002,Bristol
BS106AL,0,100,0,E00074218,Bristol 002B,Bristol 002,Bristol
BS106AN,0,100,0,E00074218,Bristol 002B,Bristol 002,Bristol
BS106AP,0,100,0,E00074218,Bristol 002B,Bristol 002,Bristol
BS106AQ,0,100,0,E00074212,Bristol 002D,Bristol 002,Bristol
BS106AR,0,100,0,E00074218,Bristol 002B,Bristol 002,Bristol
BS106AS,0,100,0,E00074218,Bristol 002B,Bristol 002,Bristol
BS106AT,0,100,0,E00074218,Bristol 002B,Bristol 002,Bristol
BS106AU,0,100,0,E00074213,Bristol 002D,Bristol 002,Bristol
BS106AW,0,100,0,E00074217,Bristol 002D,Bristol 002,Bristol
BS106AX,0,100,0,E00074213,Bristol 002D,Bristol 002,Bristol
BS106AY,0,100,0,E00074194,Bristol 002D,Bristol 002,Bristol
BS106AZ,0,100,3.3,E00074194,Bristol 002D,Bristol 002,Bristol
BS106BA,0,100,0,E00074218,Bristol 002B,Bristol 002,Bristol
BS106BB,0,100,0,E00074199,Bristol 002C,Bristol 002,Bristol
BS106BD,0,100,0,E00074201,Bristol 002C,Bristol 002,Bristol
BS106BE,0,100,0,E00074201,Bristol 002C,Bristol 002,Bristol
BS106BG,0,100,0,E00074201,Bristol 002C,Bristol 002,Bristol
BS106BN,0,100,0,E00074212,Bristol 002D,Bristol 002,Bristol
BS106BP,0,100,0,E00074201,Bristol 002C,Bristol 002,Bristol
BS106BQ,4.3,95.7,0,E00074210,Bristol 002B,Bristol 002,Bristol
BS106BS,0,100,0,E00074196,Bristol 002C,Bristol 002,Bristol
BS106BT,0,100,0,E00074196,Bristol 002C,Bristol 002,Bristol
BS106BU,0,100,0,E00074198,Bristol 002C,Bristol 002,Bristol
BS106BW,0,100,0,E00074195,Bristol 002F,Bristol 002,Bristol
BS106BX,0,100,0,E00074195,Bristol 002F,Bristol 002,Bristol
BS106BY,0,100,0,E00074227,Bristol 002G,Bristol 002,Bristol
BS106BZ,0,100,0,E00074195,Bristol 002F,Bristol 002,Bristol
BS106DA,0,100,0,E00074202,Bristol 002G,Bristol 002,Bristol
BS106DB,0,100,0,E00074203,Bristol 002B,Bristol 002,Bristol
BS106DD,0,100,0,E00074203,Bristol 002B,Bristol 002,Bristol
BS106DE,0,100,0,E00074203,Bristol 002B,Bristol 002,Bristol
BS106DF,100,0,0,E00074203,Bristol 002B,Bristol 002,Bristol
BS106DG,0,100,0,E00074216,Bristol 002D,Bristol 002,Bristol
BS106DH,0,100,0,E00074216,Bristol 002D,Bristol 002,Bristol
BS106DJ,0,100,0,E00074208,Bristol 002D,Bristol 002,Bristol
BS106DL,0,100,0,E00074208,Bristol 002D,Bristol 002,Bristol
BS106DN,0,100,0,E00074208,Bristol 002D,Bristol 002,Bristol
BS106DP,0,100,0,E00074202,Bristol 002G,Bristol 002,Bristol
BS106DQ,0,100,0,E00074212,Bristol 002D,Bristol 002,Bristol
BS106DR,0,100,0,E00074202,Bristol 002G,Bristol 002,Bristol
BS106DS,0,100,0,E00074202,Bristol 002G,Bristol 002,Bristol
BS106DT,0,100,0,E00074200,Bristol 002G,Bristol 002,Bristol
BS106DU,0,100,0,E00074202,Bristol 002G,Bristol 002,Bristol
BS106DW,0,100,0,E00074216,Bristol 002D,Bristol 002,Bristol
BS106DX,0,100,0,E00074202,Bristol 002G,Bristol 002,Bristol
BS106DY,0,100,0,E00074203,Bristol 002B,Bristol 002,Bristol
BS106DZ,0,100,0,E00074203,Bristol 002B,Bristol 002,Bristol
BS106EA,0,100,0,E00074203,Bristol 002B,Bristol 002,Bristol
BS106EB,0,100,0,E00074199,Bristol 002C,Bristol 002,Bristol
BS106ED,0,100,0,E00074199,Bristol 002C,Bristol 002,Bristol
BS106EE,0,100,0,E00074203,Bristol 002B,Bristol 002,Bristol
BS106EF,0,100,0,E00074201,Bristol 002C,Bristol 002,Bristol
BS106EG,0,100,0,E00074201,Bristol 002C,Bristol 002,Bristol
BS106EH,0,100,0,E00074196,Bristol 002C,Bristol 002,Bristol
BS106EJ,0,100,0,E00074196,Bristol 002C,Bristol 002,Bristol
BS106EL,0,100,0,E00074199,Bristol 002C,Bristol 002,Bristol
BS106EN,0,100,0,E00074196,Bristol 002C,Bristol 002,Bristol
BS106EP,0,100,0,E00074198,Bristol 002C,Bristol 002,Bristol
BS106EQ,0,100,0,E00074196,Bristol 002C,Bristol 002,Bristol
BS106ER,0,100,0,E00074198,Bristol 002C,Bristol 002,Bristol
BS106ES,0,100,0,E00074199,Bristol 002C,Bristol 002,Bristol
BS106ET,0,100,0,E00074203,Bristol 002B,Bristol 002,Bristol
BS106EU,100,0,0,E00074202,Bristol 002G,Bristol 002,Bristol
BS106EW,0,100,0,E00074198,Bristol 002C,Bristol 002,Bristol
BS106EX,100,0,0,E00074198,Bristol 002C,Bristol 002,Bristol
BS106EY,0,100,0,E00074196,Bristol 002C,Bristol 002,Bristol
BS106EZ,0,100,0,E00074213,Bristol 002D,Bristol 002,Bristol
BS106FB,0,100,0,E00174315,Bristol 001C,Bristol 001,Bristol
BS106FD,0,100,0,E00073752,Bristol 001A,Bristol 001,Bristol
BS106FF,100,0,0,E00073774,Bristol 001C,Bristol 001,Bristol
BS106GH,0,100,0,E00073752,Bristol 001A,Bristol 001,Bristol
BS106HA,0,100,0,E00074212,Bristol 002D,Bristol 002,Bristol
BS106HB,0,100,0,E00074208,Bristol 002D,Bristol 002,Bristol
BS106HD,0,100,0,E00074205,Bristol 002G,Bristol 002,Bristol
BS106HE,0,100,0,E00074200,Bristol 002G,Bristol 002,Bristol
BS106HF,0,100,0,E00074197,Bristol 002G,Bristol 002,Bristol
BS106HG,0,100,0,E00074227,Bristol 002G,Bristol 002,Bristol
BS106HH,0,100,0,E00074198,Bristol 002C,Bristol 002,Bristol
BS106HJ,0,100,0,E00074199,Bristol 002C,Bristol 002,Bristol
BS106HL,0,100,0,E00074201,Bristol 002C,Bristol 002,Bristol
BS106HN,0,100,0,E00074198,Bristol 002C,Bristol 002,Bristol
BS106HP,0,100,0,E00074202,Bristol 002G,Bristol 002,Bristol
BS106HQ,0,100,0,E00074198,Bristol 002C,Bristol 002,Bristol
BS106HR,0,100,0,E00074202,Bristol 002G,Bristol 002,Bristol
BS106HS,0,100,0,E00074202,Bristol 002G,Bristol 002,Bristol
BS106HT,0,100,0,E00074202,Bristol 002G,Bristol 002,Bristol
BS106HU,0,100,0,E00074197,Bristol 002G,Bristol 002,Bristol
BS106HW,0,100,0,E00074203,Bristol 002B,Bristol 002,Bristol
BS106HX,0,100,0,E00074200,Bristol 002G,Bristol 002,Bristol
BS106HY,0,100,0,E00074198,Bristol 002C,Bristol 002,Bristol
BS106HZ,0,100,0,E00074227,Bristol 002G,Bristol 002,Bristol
BS106JA,0,100,0,E00074226,Bristol 002F,Bristol 002,Bristol
BS106JB,0,100,0,E00074227,Bristol 002G,Bristol 002,Bristol
BS106JD,0,100,0,E00074227,Bristol 002G,Bristol 002,Bristol
BS106JE,0,100,0,E00074226,Bristol 002F,Bristol 002,Bristol
BS106JF,0,100,0,E00074227,Bristol 002G,Bristol 002,Bristol
BS106JG,0,100,0,E00174313,Bristol 001C,Bristol 001,Bristol
BS106JN,0,100,0,E00174259,Bristol 001C,Bristol 001,Bristol
BS106JP,0,100,0,E00073772,Bristol 001C,Bristol 001,Bristol
BS106JQ,0,100,0,E00174259,Bristol 001C,Bristol 001,Bristol
BS106JR,0,100,0,E00073772,Bristol 001C,Bristol 001,Bristol
BS106JS,0,100,0,E00073774,Bristol 001C,Bristol 001,Bristol
BS106JU,0,100,0,E00074226,Bristol 002F,Bristol 002,Bristol
BS106JW,0,100,0,E00174259,Bristol 001C,Bristol 001,Bristol
BS106JX,0,100,0,E00073767,Bristol 001C,Bristol 001,Bristol
BS106JY,0,100,0,E00073767,Bristol 001C,Bristol 001,Bristol
BS106JZ,0,100,0,E00074226,Bristol 002F,Bristol 002,Bristol
BS106LA,0,100,0,E00074224,Bristol 002F,Bristol 002,Bristol
BS106LD,0,100,0,E00074223,Bristol 002F,Bristol 002,Bristol
BS106LE,0,100,0,E00074223,Bristol 002F,Bristol 002,Bristol
BS106LF,0,100,0,E00074226,Bristol 002F,Bristol 002,Bristol
BS106LG,0,100,0,E00074226,Bristol 002F,Bristol 002,Bristol
BS106LH,0,100,0,E00074224,Bristol 002F,Bristol 002,Bristol
BS106LJ,0,100,0,E00074224,Bristol 002F,Bristol 002,Bristol
BS106LL,0,100,0,E00074225,Bristol 002F,Bristol 002,Bristol
BS106LN,0,100,0,E00074224,Bristol 002F,Bristol 002,Bristol
BS106LP,0,100,0,E00074224,Bristol 002F,Bristol 002,Bristol
BS106LQ,0,100,0,E00074226,Bristol 002F,Bristol 002,Bristol
BS106LR,0,100,0,E00074223,Bristol 002F,Bristol 002,Bristol
BS106LS,0,100,0,E00074225,Bristol 002F,Bristol 002,Bristol
BS106LT,0,100,0,E00074223,Bristol 002F,Bristol 002,Bristol
BS106LU,0,100,3.1,E00074225,Bristol 002F,Bristol 002,Bristol
BS106LW,0,100,0,E00074225,Bristol 002F,Bristol 002,Bristol
BS106LX,0,100,0,E00074224,Bristol 002F,Bristol 002,Bristol
BS106LZ,0,100,0,E00074225,Bristol 002F,Bristol 002,Bristol
BS106NA,100,0,0,E00073752,Bristol 001A,Bristol 001,Bristol
BS106NB,100,0,0,E00073752,Bristol 001A,Bristol 001,Bristol
BS106ND,100,0,0,E00174259,Bristol 001C,Bristol 001,Bristol
BS106NE,0,100,0,E00074197,Bristol 002G,Bristol 002,Bristol
BS106NF,100,0,0,E00174313,Bristol 001C,Bristol 001,Bristol
BS106NG,0,100,0,E00074212,Bristol 002D,Bristol 002,Bristol
BS106NL,0,100,0,E00074205,Bristol 002G,Bristol 002,Bristol
BS106NN,0,100,0,E00074197,Bristol 002G,Bristol 002,Bristol
BS106NP,100,0,0,E00174259,Bristol 001C,Bristol 001,Bristol
BS106NQ,0,100,0,E00074213,Bristol 002D,Bristol 002,Bristol
BS106NR,0,100,0,E00074227,Bristol 002G,Bristol 002,Bristol
BS106NS,0,100,0,E00074227,Bristol 002G,Bristol 002,Bristol
BS106NT,0,100,0,E00073774,Bristol 001C,Bristol 001,Bristol
BS106NU,0,100,0,E00073774,Bristol 001C,Bristol 001,Bristol
BS106NW,0,100,0,E00074197,Bristol 002G,Bristol 002,Bristol
BS106NX,0,100,0,E00073772,Bristol 001C,Bristol 001,Bristol
BS106NY,0,100,0,E00073774,Bristol 001C,Bristol 001,Bristol
BS106NZ,0,100,0,E00073774,Bristol 001C,Bristol 001,Bristol
BS106PA,0,100,0,E00073774,Bristol 001C,Bristol 001,Bristol
BS106PB,0,100,0,E00073772,Bristol 001C,Bristol 001,Bristol
BS106PD,0,100,0,E00073767,Bristol 001C,Bristol 001,Bristol
BS106PE,0,100,0,E00073767,Bristol 001C,Bristol 001,Bristol
BS106PF,0,100,0,E00073767,Bristol 001C,Bristol 001,Bristol
BS106PG,0,100,0,E00073767,Bristol 001C,Bristol 001,Bristol
BS106PH,0,100,0,E00073767,Bristol 001C,Bristol 001,Bristol
BS106PJ,0,100,0,E00073767,Bristol 001C,Bristol 001,Bristol
BS106PL,0,100,0,E00074205,Bristol 002G,Bristol 002,Bristol
BS106PN,0,100,0,E00074205,Bristol 002G,Bristol 002,Bristol
BS106PP,0,100,0,E00074200,Bristol 002G,Bristol 002,Bristol
BS106PQ,0,100,0,E00073767,Bristol 001C,Bristol 001,Bristol
BS106PR,0,100,0,E00074197,Bristol 002G,Bristol 002,Bristol
BS106PS,0,100,0,E00074197,Bristol 002G,Bristol 002,Bristol
BS106PT,0,100,0,E00074197,Bristol 002G,Bristol 002,Bristol
BS106PU,0,100,0,E00074205,Bristol 002G,Bristol 002,Bristol
BS106PW,0,100,0,E00074200,Bristol 002G,Bristol 002,Bristol
BS106PX,0,100,0,E00074208,Bristol 002D,Bristol 002,Bristol
BS106PY,0,100,0,E00074212,Bristol 002D,Bristol 002,Bristol
BS106PZ,0,100,0,E00074213,Bristol 002D,Bristol 002,Bristol
BS106QA,0,100,0,E00073752,Bristol 001A,Bristol 001,Bristol
BS106QB,0,100,0,E00073750,Bristol 001E,Bristol 001,Bristol
BS106QD,0,100,0,E00073750,Bristol 001E,Bristol 001,Bristol
BS106QE,0,100,0,E00073750,Bristol 001E,Bristol 001,Bristol
BS106QF,0,100,0,E00073752,Bristol 001A,Bristol 001,Bristol
