PostalCode,SFBB availability (% premises),UFBB availability (% premises),FTTP availability (% premises),oa11cd,Street,City,County
BS119YL,100,0,0,E00073219,Bristol 003B,Bristol 003,Bristol
BS119YN,0,100,0,E00073193,Bristol 008C,Bristol 008,Bristol
BS119YP,0,100,100,E00073211,Bristol 008E,Bristol 008,Bristol
BS119YQ,0,100,100,E00073211,Bristol 008E,Bristol 008,Bristol
BS119YS,0,40,40,E00073219,Bristol 003B,Bristol 003,Bristol
BS119YT,0,71.4,71.4,E00073211,Bristol 008E,Bristol 008,Bristol
BS119ZD,0,100,0,E00073200,Bristol 008B,Bristol 008,Bristol
BS119ZE,0,100,0,E00073200,Bristol 008B,Bristol 008,Bristol
BS11BU,0,100,100,E00174231,Bristol 032B,Bristol 032,Bristol
BS11DA,0,100,100,E00174231,Bristol 032B,Bristol 032,Bristol
BS11DB,0,100,100,E00174231,Bristol 032B,Bristol 032,Bristol
BS11DE,0,100,90.9,E00174293,Bristol 032B,Bristol 032,Bristol
BS11DL,0,77.8,77.8,E00174231,Bristol 032B,Bristol 032,Bristol
BS11DP,0,100,100,E00174293,Bristol 032B,Bristol 032,Bristol
BS11DQ,0,0,0,E00174295,Bristol 032B,Bristol 032,Bristol
BS11DR,0,100,100,E00174293,Bristol 032B,Bristol 032,Bristol
BS11DW,0,100,100,E00174293,Bristol 032B,Bristol 032,Bristol
BS11DZ,0,100,100,E00174293,Bristol 032B,Bristol 032,Bristol
BS11EA,0,100,100,E00174231,Bristol 032B,Bristol 032,Bristol
BS11EB,0,50,50,E00174293,Bristol 032B,Bristol 032,Bristol
BS11EE,0,100,100,E00174231,Bristol 032B,Bristol 032,Bristol
BS11EL,0,100,100,E00174293,Bristol 032B,Bristol 032,Bristol
BS11EQ,0,0,0,E00174231,Bristol 032B,Bristol 032,Bristol
BS11HQ,88.9,11.1,11.1,E00174231,Bristol 032B,Bristol 032,Bristol
BS11HT,81.8,18.2,18.2,E00174231,Bristol 032B,Bristol 032,Bristol
BS11JG,100,0,0,E00174294,Bristol 032B,Bristol 032,Bristol
BS11JH,25,75,75,E00174294,Bristol 032B,Bristol 032,Bristol
BS11JL,0,0,0,E00174231,Bristol 032B,Bristol 032,Bristol
BS11JN,0,100,100,E00174294,Bristol 032B,Bristol 032,Bristol
BS11JR,0,0,0,E00174231,Bristol 032B,Bristol 032,Bristol
BS11JS,0,100,100,E00174231,Bristol 032B,Bristol 032,Bristol
BS11JW,100,0,0,E00174293,Bristol 032B,Bristol 032,Bristol
BS11JX,0,75,75,E00174231,Bristol 032B,Bristol 032,Bristol
BS11LA,0,3.8,3.8,E00174293,Bristol 032B,Bristol 032,Bristol
BS11LJ,0,0,0,E00174293,Bristol 032B,Bristol 032,Bristol
BS11LT,0,40,40,E00174231,Bristol 032B,Bristol 032,Bristol
BS11NA,0,66.7,66.7,E00174231,Bristol 032B,Bristol 032,Bristol
BS11NR,0,0,0,E00174295,Bristol 032B,Bristol 032,Bristol
BS11PN,50,50,50,E00174295,Bristol 032B,Bristol 032,Bristol
BS11QB,20,80,80,E00174294,Bristol 032B,Bristol 032,Bristol
BS11QW,83.3,16.7,16.7,E00174294,Bristol 032B,Bristol 032,Bristol
BS11QZ,0,60,60,E00174294,Bristol 032B,Bristol 032,Bristol
BS11RA,0,0,0,E00174293,Bristol 032B,Bristol 032,Bristol
BS11RB,0,100,100,E00174231,Bristol 032B,Bristol 032,Bristol
BS11RG,0,100,100,E00174231,Bristol 032B,Bristol 032,Bristol
BS11RT,0,76.5,76.5,E00174231,Bristol 032B,Bristol 032,Bristol
BS11RU,0,94.7,94.7,E00174296,Bristol 032B,Bristol 032,Bristol
BS11SA,0,75,75,E00174296,Bristol 032B,Bristol 032,Bristol
BS11SE,0,0,0,E00174295,Bristol 032B,Bristol 032,Bristol
BS11TG,0,100,14.3,E00174231,Bristol 032B,Bristol 032,Bristol
BS11TP,0,100,100,E00174231,Bristol 032B,Bristol 032,Bristol
BS11UA,0,60,60,E00174293,Bristol 032B,Bristol 032,Bristol
BS11UB,0,100,80,E00174293,Bristol 032B,Bristol 032,Bristol
BS11UE,50,50,50,E00174293,Bristol 032B,Bristol 032,Bristol
BS11UQ,33.3,66.7,66.7,E00174294,Bristol 032B,Bristol 032,Bristol
BS11WH,0,0,0,E00174295,Bristol 032B,Bristol 032,Bristol
BS11XA,66.7,33.3,33.3,E00174293,Bristol 032B,Bristol 032,Bristol
BS11XH,0,0,0,E00174293,Bristol 032B,Bristol 032,Bristol
BS11XR,0,83.3,83.3,E00174296,Bristol 032B,Bristol 032,Bristol
BS11YA,63.6,36.4,36.4,E00174231,Bristol 032B,Bristol 032,Bristol
BS11YH,0,100,100,E00174231,Bristol 032B,Bristol 032,Bristol
BS11YL,0,4,4,E00174293,Bristol 032B,Bristol 032,Bristol
BS12AF,0,0,0,E00174055,Bristol 032C,Bristol 032,Bristol
BS12AG,0,100,50,E00174294,Bristol 032B,Bristol 032,Bristol
BS12AL,0,0,0,E00174055,Bristol 032C,Bristol 032,Bristol
BS12AR,0,0,0,E00174055,Bristol 032C,Bristol 032,Bristol
BS12AS,0,0,0,E00174055,Bristol 032C,Bristol 032,Bristol
BS12AT,0,100,100,E00174294,Bristol 032B,Bristol 032,Bristol
BS12AU,0,0,0,E00174055,Bristol 032C,Bristol 032,Bristol
BS12AW,100,0,0,E00174294,Bristol 032B,Bristol 032,Bristol
BS12AZ,0,80,80,E00174294,Bristol 032B,Bristol 032,Bristol
BS12BA,0,0,0,E00174055,Bristol 032C,Bristol 032,Bristol
BS12BB,0,100,100,E00174293,Bristol 032B,Bristol 032,Bristol
BS12BD,0,100,100,E00174294,Bristol 032B,Bristol 032,Bristol
BS12BE,0,0,0,E00174055,Bristol 032C,Bristol 032,Bristol
BS12BF,0,0,0,E00174055,Bristol 032C,Bristol 032,Bristol
BS12BG,0,0,0,E00174055,Bristol 032C,Bristol 032,Bristol
BS12BJ,0,0,0,E00174055,Bristol 032C,Bristol 032,Bristol
BS12BQ,0,50,50,E00174294,Bristol 032B,Bristol 032,Bristol
BS12DD,0,57.1,57.1,E00174294,Bristol 032B,Bristol 032,Bristol
BS12DF,0,100,100,E00174294,Bristol 032B,Bristol 032,Bristol
BS12DJ,0,100,100,E00174294,Bristol 032B,Bristol 032,Bristol
BS12DL,0,9.1,9.1,E00174294,Bristol 032B,Bristol 032,Bristol
BS12DP,0,100,100,E00174294,Bristol 032B,Bristol 032,Bristol
BS12DS,0,100,100,E00174294,Bristol 032B,Bristol 032,Bristol
BS12DU,0,0,0,E00174294,Bristol 032B,Bristol 032,Bristol
BS12EH,0,100,100,E00174293,Bristol 032B,Bristol 032,Bristol
BS12EJ,0,100,100,E00174293,Bristol 032B,Bristol 032,Bristol
BS12EP,66.7,33.3,33.3,E00174293,Bristol 032B,Bristol 032,Bristol
BS12EQ,0,0,0,E00174055,Bristol 032C,Bristol 032,Bristol
BS12ER,0,100,100,E00174055,Bristol 032C,Bristol 032,Bristol
BS12EU,0,100,100,E00174055,Bristol 032C,Bristol 032,Bristol
BS12EY,100,0,0,E00174293,Bristol 032B,Bristol 032,Bristol
BS12EZ,0,50,50,E00174055,Bristol 032C,Bristol 032,Bristol
BS12HF,0,100,100,E00174293,Bristol 032B,Bristol 032,Bristol
BS12HG,0,100,100,E00174293,Bristol 032B,Bristol 032,Bristol
BS12HL,0,100,100,E00174293,Bristol 032B,Bristol 032,Bristol
BS12HR,12.5,87.5,87.5,E00174055,Bristol 032C,Bristol 032,Bristol
BS12HW,0,100,100,E00174293,Bristol 032B,Bristol 032,Bristol
BS12JL,0,100,100,E00174293,Bristol 032B,Bristol 032,Bristol
BS12JT,0,0,0,E00174055,Bristol 032C,Bristol 032,Bristol
BS12LA,0,50,50,E00174293,Bristol 032B,Bristol 032,Bristol
BS12LE,0,66.7,66.7,E00174294,Bristol 032B,Bristol 032,Bristol
BS12LJ,0,100,100,E00174055,Bristol 032C,Bristol 032,Bristol
BS12LU,100,0,0,E00174312,Bristol 032C,Bristol 032,Bristol
BS12LZ,0,0,0,E00174293,Bristol 032B,Bristol 032,Bristol
BS12NB,0,0,0,E00174293,Bristol 032B,Bristol 032,Bristol
BS12NJ,0,100,100,E00174055,Bristol 032C,Bristol 032,Bristol
BS12NN,0,100,100,E00174055,Bristol 032C,Bristol 032,Bristol
BS12NR,0,100,100,E00174055,Bristol 032C,Bristol 032,Bristol
BS12NT,56.3,43.8,43.8,E00174312,Bristol 032C,Bristol 032,Bristol
BS12NU,0,100,100,E00174055,Bristol 032C,Bristol 032,Bristol
BS12NZ,50,50,50,E00174312,Bristol 032C,Bristol 032,Bristol
BS12PH,0,66.7,66.7,E00174293,Bristol 032B,Bristol 032,Bristol
BS12PY,0,50,50,E00174055,Bristol 032C,Bristol 032,Bristol
BS12PZ,0,0,0,E00174055,Bristol 032C,Bristol 032,Bristol
BS12QD,25,0,0,E00174294,Bristol 032B,Bristol 032,Bristol
BS130AA,0,100,0,E00073724,Bristol 051A,Bristol 051,Bristol
BS130AB,0,100,0,E00074395,Bristol 053E,Bristol 053,Bristol
BS130AD,0,100,0,E00073724,Bristol 051A,Bristol 051,Bristol
BS130AE,0,100,0,E00074395,Bristol 053E,Bristol 053,Bristol
BS130AF,0,0,0,E00074377,Bristol 053F,Bristol 053,Bristol
BS130AG,0,100,0,E00073720,Bristol 051A,Bristol 051,Bristol
BS130AH,0,100,0,E00073720,Bristol 051A,Bristol 051,Bristol
BS130AJ,0,100,0,E00073720,Bristol 051A,Bristol 051,Bristol
BS130AL,0,100,0,E00073720,Bristol 051A,Bristol 051,Bristol
BS130AN,0,100,0,E00073714,Bristol 051A,Bristol 051,Bristol
BS130AP,0,100,0,E00073714,Bristol 051A,Bristol 051,Bristol
BS130AQ,0,100,0,E00074392,Bristol 053E,Bristol 053,Bristol
BS130AR,0,100,0,E00073714,Bristol 051A,Bristol 051,Bristol
BS130AS,0,100,0,E00073714,Bristol 051A,Bristol 051,Bristol
BS130AT,0,100,0,E00073712,Bristol 051A,Bristol 051,Bristol
BS130AU,0,100,0,E00073712,Bristol 051A,Bristol 051,Bristol
BS130AW,0,100,0,E00073720,Bristol 051A,Bristol 051,Bristol
BS130AX,0,100,0,E00073720,Bristol 051A,Bristol 051,Bristol
BS130AY,0,100,0,E00073720,Bristol 051A,Bristol 051,Bristol
BS130AZ,0,100,0,E00073720,Bristol 051A,Bristol 051,Bristol
BS130BA,0,100,0,E00073712,Bristol 051A,Bristol 051,Bristol
BS130BB,0,100,0,E00073724,Bristol 051A,Bristol 051,Bristol
BS130BE,100,0,0,E00074374,Bristol 053C,Bristol 053,Bristol
BS130BF,0,100,0,E00074393,Bristol 053B,Bristol 053,Bristol
BS130BG,0,100,0,E00074393,Bristol 053B,Bristol 053,Bristol
BS130BH,0,100,0,E00073714,Bristol 051A,Bristol 051,Bristol
BS130BJ,0,100,0,E00073720,Bristol 051A,Bristol 051,Bristol
BS130BN,0,100,0,E00074371,Bristol 053C,Bristol 053,Bristol
BS130BP,0,100,0,E00074375,Bristol 053B,Bristol 053,Bristol
BS130BQ,100,0,0,E00074370,Bristol 053F,Bristol 053,Bristol
BS130BS,0,100,0,E00074375,Bristol 053B,Bristol 053,Bristol
BS130BT,0,100,0,E00074375,Bristol 053B,Bristol 053,Bristol
BS130BU,0,100,0,E00074375,Bristol 053B,Bristol 053,Bristol
BS130BW,0,100,0,E00074375,Bristol 053B,Bristol 053,Bristol
BS130BX,0,100,0,E00074384,Bristol 053B,Bristol 053,Bristol
BS130BY,0,100,0,E00074384,Bristol 053B,Bristol 053,Bristol
BS130BZ,0,100,0,E00074384,Bristol 053B,Bristol 053,Bristol
BS130DA,0,100,0,E00074384,Bristol 053B,Bristol 053,Bristol
BS130DB,0,100,0,E00074384,Bristol 053B,Bristol 053,Bristol
BS130DD,100,0,0,E00074370,Bristol 053F,Bristol 053,Bristol
BS130DE,0,100,0,E00074384,Bristol 053B,Bristol 053,Bristol
BS130DF,0,100,0,E00074384,Bristol 053B,Bristol 053,Bristol
BS130DG,0,100,0,E00074387,Bristol 053B,Bristol 053,Bristol
BS130DH,0,100,0,E00074387,Bristol 053B,Bristol 053,Bristol
BS130DJ,0,100,0,E00074387,Bristol 053B,Bristol 053,Bristol
BS130DL,0,100,0,E00074387,Bristol 053B,Bristol 053,Bristol
BS130DN,0,100,0,E00074364,Bristol 053C,Bristol 053,Bristol
BS130DP,0,100,0,E00074371,Bristol 053C,Bristol 053,Bristol
BS130DQ,0,100,0,E00074387,Bristol 053B,Bristol 053,Bristol
BS130DR,0,100,0,E00074364,Bristol 053C,Bristol 053,Bristol
BS130DS,0,100,0,E00074375,Bristol 053B,Bristol 053,Bristol
BS130DT,0,100,0,E00074375,Bristol 053B,Bristol 053,Bristol
BS130DU,0,100,0,E00074371,Bristol 053C,Bristol 053,Bristol
BS130DW,0,100,0,E00074364,Bristol 053C,Bristol 053,Bristol
BS130DX,0,100,0,E00074364,Bristol 053C,Bristol 053,Bristol
BS130DY,100,0,0,E00074375,Bristol 053B,Bristol 053,Bristol
BS130DZ,100,0,0,E00074375,Bristol 053B,Bristol 053,Bristol
BS130EF,0,100,0,E00074371,Bristol 053C,Bristol 053,Bristol
BS130EL,0,100,0,E00074397,Bristol 053E,Bristol 053,Bristol
BS130EN,0,100,0,E00074397,Bristol 053E,Bristol 053,Bristol
BS130EP,0,100,0,E00074372,Bristol 053E,Bristol 053,Bristol
BS130ER,0,100,0,E00074397,Bristol 053E,Bristol 053,Bristol
BS130ES,0,100,0,E00074372,Bristol 053E,Bristol 053,Bristol
BS130ET,0,100,0,E00074397,Bristol 053E,Bristol 053,Bristol
BS130EU,0,100,0,E00074374,Bristol 053C,Bristol 053,Bristol
BS130EW,0,100,0,E00074397,Bristol 053E,Bristol 053,Bristol
BS130EX,0,100,0,E00074397,Bristol 053E,Bristol 053,Bristol
BS130EY,0,100,0,E00074374,Bristol 053C,Bristol 053,Bristol
BS130EZ,0,100,0,E00074374,Bristol 053C,Bristol 053,Bristol
BS130HA,0,100,0,E00074374,Bristol 053C,Bristol 053,Bristol
BS130HB,0,100,0,E00074372,Bristol 053E,Bristol 053,Bristol
BS130HD,0,100,0,E00074377,Bristol 053F,Bristol 053,Bristol
BS130HE,0,100,0,E00074374,Bristol 053C,Bristol 053,Bristol
BS130HF,0,100,0,E00074367,Bristol 053B,Bristol 053,Bristol
BS130HG,0,100,0,E00074367,Bristol 053B,Bristol 053,Bristol
BS130HH,0,100,0,E00074367,Bristol 053B,Bristol 053,Bristol
BS130HL,0,100,0,E00074367,Bristol 053B,Bristol 053,Bristol
BS130HN,0,100,0,E00074367,Bristol 053B,Bristol 053,Bristol
BS130HP,0,100,0,E00074393,Bristol 053B,Bristol 053,Bristol
BS130HQ,0,100,0,E00074367,Bristol 053B,Bristol 053,Bristol
BS130HR,0,100,0,E00074375,Bristol 053B,Bristol 053,Bristol
BS130HS,0,100,0,E00073728,Bristol 051C,Bristol 051,Bristol
BS130HT,0,100,0,E00074375,Bristol 053B,Bristol 053,Bristol
BS130HU,0,100,0,E00074367,Bristol 053B,Bristol 053,Bristol
BS130HW,0,100,0,E00074393,Bristol 053B,Bristol 053,Bristol
BS130HX,0,100,0,E00074371,Bristol 053C,Bristol 053,Bristol
BS130HZ,0,100,0,E00074367,Bristol 053B,Bristol 053,Bristol
BS130JG,0,100,0,E00074394,Bristol 053E,Bristol 053,Bristol
BS130JH,0,100,0,E00074367,Bristol 053B,Bristol 053,Bristol
BS130JJ,0,100,0,E00074367,Bristol 053B,Bristol 053,Bristol
BS130JL,0,100,0,E00074393,Bristol 053B,Bristol 053,Bristol
BS130JN,0,100,0,E00074393,Bristol 053B,Bristol 053,Bristol
BS130JP,0,100,0,E00074393,Bristol 053B,Bristol 053,Bristol
BS130JQ,0,100,0,E00074394,Bristol 053E,Bristol 053,Bristol
BS130JT,0,100,0,E00074394,Bristol 053E,Bristol 053,Bristol
BS130JU,0,100,0,E00074393,Bristol 053B,Bristol 053,Bristol
BS130JW,0,100,0,E00074393,Bristol 053B,Bristol 053,Bristol
BS130JX,0,100,0,E00074394,Bristol 053E,Bristol 053,Bristol
BS130JY,0,100,0,E00074393,Bristol 053B,Bristol 053,Bristol
BS130JZ,0,100,0,E00074393,Bristol 053B,Bristol 053,Bristol
BS130LA,0,100,0,E00074395,Bristol 053E,Bristol 053,Bristol
BS130LB,0,100,0,E00074395,Bristol 053E,Bristol 053,Bristol
BS130LD,0,100,0,E00074395,Bristol 053E,Bristol 053,Bristol
BS130LE,0,100,0,E00074395,Bristol 053E,Bristol 053,Bristol
BS130LF,0,100,0,E00074392,Bristol 053E,Bristol 053,Bristol
BS130LG,0,100,0,E00074392,Bristol 053E,Bristol 053,Bristol
BS130LH,0,100,0,E00074391,Bristol 053E,Bristol 053,Bristol
BS130LJ,0,100,0,E00074391,Bristol 053E,Bristol 053,Bristol
BS130LL,0,100,0,E00074391,Bristol 053E,Bristol 053,Bristol
BS130LN,0,100,0,E00074392,Bristol 053E,Bristol 053,Bristol
BS130LP,0,100,0,E00074397,Bristol 053E,Bristol 053,Bristol
BS130LQ,0,100,0,E00074391,Bristol 053E,Bristol 053,Bristol
BS130LR,0,100,0,E00074395,Bristol 053E,Bristol 053,Bristol
BS130LS,0,100,0,E00074392,Bristol 053E,Bristol 053,Bristol
BS130LT,0,100,0,E00074395,Bristol 053E,Bristol 053,Bristol
BS130LU,0,100,0,E00074397,Bristol 053E,Bristol 053,Bristol
BS130LW,0,100,0,E00074397,Bristol 053E,Bristol 053,Bristol
BS130LX,0,100,0,E00074397,Bristol 053E,Bristol 053,Bristol
BS130LY,100,0,0,E00074397,Bristol 053E,Bristol 053,Bristol
BS130LZ,0,100,0,E00074395,Bristol 053E,Bristol 053,Bristol
BS130NF,0,100,0,E00074371,Bristol 053C,Bristol 053,Bristol
BS130NG,0,100,0,E00074385,Bristol 053C,Bristol 053,Bristol
BS130NH,0,100,0,E00074385,Bristol 053C,Bristol 053,Bristol
BS130NJ,0,100,0,E00074364,Bristol 053C,Bristol 053,Bristol
BS130NL,0,100,0,E00074364,Bristol 053C,Bristol 053,Bristol
BS130NN,0,100,0,E00074389,Bristol 053C,Bristol 053,Bristol
BS130NP,0,100,0,E00074389,Bristol 053C,Bristol 053,Bristol
BS130NQ,0,100,0,E00074385,Bristol 053C,Bristol 053,Bristol
BS130NR,0,100,0,E00074389,Bristol 053C,Bristol 053,Bristol
BS130NS,0,100,0,E00074389,Bristol 053C,Bristol 053,Bristol
BS130NT,0,100,0,E00074389,Bristol 053C,Bristol 053,Bristol
BS130NU,0,100,0,E00074387,Bristol 053B,Bristol 053,Bristol
BS130NW,0,100,0,E00074389,Bristol 053C,Bristol 053,Bristol
BS130NX,0,100,0,E00074389,Bristol 053C,Bristol 053,Bristol
BS130NY,0,100,0,E00074364,Bristol 053C,Bristol 053,Bristol
BS130NZ,0,100,0,E00074371,Bristol 053C,Bristol 053,Bristol
BS130PD,0,100,0,E00074392,Bristol 053E,Bristol 053,Bristol
BS130PH,0,100,0,E00074385,Bristol 053C,Bristol 053,Bristol
BS130PJ,0,100,0,E00074385,Bristol 053C,Bristol 053,Bristol
BS130PL,0,100,0,E00074385,Bristol 053C,Bristol 053,Bristol
BS130PN,0,100,0,E00074377,Bristol 053F,Bristol 053,Bristol
BS130PP,0,100,0,E00074377,Bristol 053F,Bristol 053,Bristol
BS130PR,0,100,0,E00074383,Bristol 053F,Bristol 053,Bristol
BS130PS,0,100,0,E00074383,Bristol 053F,Bristol 053,Bristol
BS130PT,0,100,0,E00074377,Bristol 053F,Bristol 053,Bristol
BS130PU,0,100,0,E00074370,Bristol 053F,Bristol 053,Bristol
BS130PW,0,100,0,E00074377,Bristol 053F,Bristol 053,Bristol
BS130PX,0,100,0,E00074383,Bristol 053F,Bristol 053,Bristol
BS130PY,0,100,0,E00074383,Bristol 053F,Bristol 053,Bristol
BS130PZ,0,100,0,E00074369,Bristol 053F,Bristol 053,Bristol
BS130QA,0,100,0,E00074383,Bristol 053F,Bristol 053,Bristol
BS130QB,0,100,0,E00074383,Bristol 053F,Bristol 053,Bristol
BS130QD,0,100,0,E00074369,Bristol 053F,Bristol 053,Bristol
BS130QE,0,100,0,E00074369,Bristol 053F,Bristol 053,Bristol
BS130QF,0,100,0,E00074366,Bristol 053F,Bristol 053,Bristol
BS130QG,0,100,0,E00074366,Bristol 053F,Bristol 053,Bristol
BS130QH,0,100,0,E00074369,Bristol 053F,Bristol 053,Bristol
BS130QJ,0,100,0,E00074369,Bristol 053F,Bristol 053,Bristol
BS130QL,0,100,0,E00074369,Bristol 053F,Bristol 053,Bristol
BS130QN,0,100,0,E00074366,Bristol 053F,Bristol 053,Bristol
BS130QP,0,100,0,E00074369,Bristol 053F,Bristol 053,Bristol
BS130QQ,0,100,0,E00074369,Bristol 053F,Bristol 053,Bristol
BS130QR,0,100,0,E00074369,Bristol 053F,Bristol 053,Bristol
BS130QS,0,100,0,E00074369,Bristol 053F,Bristol 053,Bristol
BS130QT,0,100,0,E00074370,Bristol 053F,Bristol 053,Bristol
BS130QU,0,100,0,E00074369,Bristol 053F,Bristol 053,Bristol
BS130QW,0,100,0,E00074366,Bristol 053F,Bristol 053,Bristol
BS130QX,0,100,0,E00074366,Bristol 053F,Bristol 053,Bristol
BS130QY,0,100,0,E00074366,Bristol 053F,Bristol 053,Bristol
BS130QZ,0,100,0,E00074373,Bristol 052D,Bristol 052,Bristol
BS130RA,0,100,0,E00074366,Bristol 053F,Bristol 053,Bristol
BS130RB,0,100,0,E00074370,Bristol 053F,Bristol 053,Bristol
BS130RD,0,100,0,E00074370,Bristol 053F,Bristol 053,Bristol
BS130RE,0,100,0,E00074370,Bristol 053F,Bristol 053,Bristol
BS130RF,0,100,0,E00074370,Bristol 053F,Bristol 053,Bristol
BS130RN,0,100,0,E00074377,Bristol 053F,Bristol 053,Bristol
BS130RP,0,100,0,E00074372,Bristol 053E,Bristol 053,Bristol
BS130RQ,0,100,0,E00074377,Bristol 053F,Bristol 053,Bristol
BS130RR,0,100,0,E00074372,Bristol 053E,Bristol 053,Bristol
BS130RS,0,100,0,E00074390,Bristol 053E,Bristol 053,Bristol
BS130RT,0,100,0,E00074390,Bristol 053E,Bristol 053,Bristol
BS130RU,0,100,0,E00074390,Bristol 053E,Bristol 053,Bristol
BS130RW,0,100,0,E00074377,Bristol 053F,Bristol 053,Bristol
BS130RX,0,100,0,E00074390,Bristol 053E,Bristol 053,Bristol
BS130RY,0,100,0,E00074391,Bristol 053E,Bristol 053,Bristol
BS130RZ,0,100,0,E00074391,Bristol 053E,Bristol 053,Bristol
BS130SA,0,100,0,E00074370,Bristol 053F,Bristol 053,Bristol
BS130SG,0,100,0,E00074367,Bristol 053B,Bristol 053,Bristol
BS130TB,0,100,0,E00074394,Bristol 053E,Bristol 053,Bristol
BS137AA,0,100,0,E00073254,Bristol 039A,Bristol 039,Bristol
BS137AB,0,100,0,E00073250,Bristol 039A,Bristol 039,Bristol
BS137AD,0,100,0,E00073250,Bristol 039A,Bristol 039,Bristol
BS137AE,0,100,0,E00073319,Bristol 046A,Bristol 046,Bristol
BS137AF,0,100,0,E00073319,Bristol 046A,Bristol 046,Bristol
BS137AH,0,100,0,E00073321,Bristol 046A,Bristol 046,Bristol
BS137AJ,0,100,0,E00073321,Bristol 046A,Bristol 046,Bristol
BS137AL,0,100,0,E00073321,Bristol 046A,Bristol 046,Bristol
BS137AP,0,100,0,E00073329,Bristol 046C,Bristol 046,Bristol
BS137AQ,0,100,0,E00073321,Bristol 046A,Bristol 046,Bristol
BS137AR,0,100,0,E00073329,Bristol 046C,Bristol 046,Bristol
BS137AS,0,100,0,E00073322,Bristol 046C,Bristol 046,Bristol
BS137AT,0,100,0,E00073329,Bristol 046C,Bristol 046,Bristol
BS137AU,100,0,0,E00073329,Bristol 046C,Bristol 046,Bristol
BS137AW,0,0,0,E00073327,Bristol 046B,Bristol 046,Bristol
BS137AX,0,100,0,E00073322,Bristol 046C,Bristol 046,Bristol
BS137AY,0,0,0,E00073321,Bristol 046A,Bristol 046,Bristol
BS137AZ,0,98.6,98.6,E00073742,Bristol 048B,Bristol 048,Bristol
BS137BA,0,100,100,E00073742,Bristol 048B,Bristol 048,Bristol
BS137BD,0,100,100,E00073742,Bristol 048B,Bristol 048,Bristol
BS137BE,0,100,100,E00073742,Bristol 048B,Bristol 048,Bristol
BS137BF,0,100,100,E00073742,Bristol 048B,Bristol 048,Bristol
BS137BG,0,100,100,E00073742,Bristol 048B,Bristol 048,Bristol
BS137BH,0,100,100,E00073742,Bristol 048B,Bristol 048,Bristol
BS137BJ,100,0,0,E00073711,Bristol 048C,Bristol 048,Bristol
BS137BL,0,100,0,E00073331,Bristol 046C,Bristol 046,Bristol
BS137BN,0,100,0,E00073331,Bristol 046C,Bristol 046,Bristol
BS137BP,0,100,0,E00073322,Bristol 046C,Bristol 046,Bristol
BS137BQ,100,0,0,E00073711,Bristol 048C,Bristol 048,Bristol
BS137BS,0,100,0,E00073322,Bristol 046C,Bristol 046,Bristol
BS137BT,0,100,0,E00073322,Bristol 046C,Bristol 046,Bristol
BS137BU,0,100,0,E00073329,Bristol 046C,Bristol 046,Bristol
BS137BW,0,100,0,E00073322,Bristol 046C,Bristol 046,Bristol
BS137BX,0,100,0,E00073332,Bristol 046C,Bristol 046,Bristol
BS137BY,0,100,0,E00073332,Bristol 046C,Bristol 046,Bristol
BS137BZ,0,100,0,E00073332,Bristol 046C,Bristol 046,Bristol
BS137DA,0,100,0,E00073332,Bristol 046C,Bristol 046,Bristol
BS137DB,0,100,0,E00073301,Bristol 046D,Bristol 046,Bristol
BS137DD,0,100,0,E00073301,Bristol 046D,Bristol 046,Bristol
BS137DE,0,100,0,E00073332,Bristol 046C,Bristol 046,Bristol
BS137DF,0,100,0,E00073332,Bristol 046C,Bristol 046,Bristol
BS137DG,0,100,0,E00073329,Bristol 046C,Bristol 046,Bristol
BS137DP,100,0,0,E00073301,Bristol 046D,Bristol 046,Bristol
BS137DR,100,0,0,E00073301,Bristol 046D,Bristol 046,Bristol
BS137DS,0,100,0,E00073326,Bristol 046B,Bristol 046,Bristol
BS137DT,0,100,81.5,E00073326,Bristol 046B,Bristol 046,Bristol
BS137DU,0,100,0,E00073326,Bristol 046B,Bristol 046,Bristol
BS137DX,0,100,0,E00073327,Bristol 046B,Bristol 046,Bristol
BS137DY,0,100,0,E00073327,Bristol 046B,Bristol 046,Bristol
BS137DZ,0,100,0,E00073329,Bristol 046C,Bristol 046,Bristol
BS137EA,0,100,0,E00073329,Bristol 046C,Bristol 046,Bristol
BS137EB,0,100,0,E00073327,Bristol 046B,Bristol 046,Bristol
BS137ED,0,100,0,E00073329,Bristol 046C,Bristol 046,Bristol
BS137EE,0,100,0,E00073327,Bristol 046B,Bristol 046,Bristol
BS137EF,0,100,0,E00073327,Bristol 046B,Bristol 046,Bristol
BS137EG,0,100,0,E00073327,Bristol 046B,Bristol 046,Bristol
BS137EH,0,100,0,E00073330,Bristol 046D,Bristol 046,Bristol
BS137EJ,0,100,0,E00073330,Bristol 046D,Bristol 046,Bristol
BS137EL,0,100,0,E00073327,Bristol 046B,Bristol 046,Bristol
BS137EN,0,100,0,E00073326,Bristol 046B,Bristol 046,Bristol
BS137EP,0,100,0,E00073328,Bristol 046B,Bristol 046,Bristol
BS137EQ,0,100,0,E00073330,Bristol 046D,Bristol 046,Bristol
BS137ER,0,100,0,E00073326,Bristol 046B,Bristol 046,Bristol
BS137ET,100,0,0,E00073329,Bristol 046C,Bristol 046,Bristol
BS137EW,0,100,0,E00073328,Bristol 046B,Bristol 046,Bristol
BS137GP,0,100,0,E00073301,Bristol 046D,Bristol 046,Bristol
